protein_row_id,structure_unique_sequence_id,TED_n_residues,TED_n_high,TED_n_medium,TED_n_low,TED_n_consensus,TED_high_domains,TED_medium_domains,TED_low_domains,TED_searchable_domain_count,TED_searchable_high_domain_count,TED_searchable_medium_domain_count,TED_domains_with_cath_hit_count,TED_domains_without_cath_hit_count,TED_domain_hit_coverage,TED_mean_novelty_l2_topk,TED_max_novelty_l2_topk,TED_best_top1_target,TED_best_top1_cosine,TED_best_cath_domain_id,TED_best_cath_class_code,TED_best_cath_class_name,TED_best_cath_architecture_code,TED_best_cath_architecture_name,TED_best_cath_topology_code,TED_best_cath_topology_name,TED_best_cath_superfamily_code,TED_best_cath_superfamily_name,TED_top_hit_targets_all,TED_top_hit_superfamilies_all,TED_top_hit_topologies_all,TED_best_domain_id,TED_best_domain_confidence,TED_best_domain_ranges,TED_best_domain_novelty_l2_topk,TED_best_domain_top1_target,TED_best_domain_top1_cosine,TED_best_domain_cath_superfamily_code,TED_best_domain_cath_superfamily_name,TED_domain_summary_compact
1468,SEQ_A9C1B0F3BB21,219.0,2.0,0.0,0.0,2.0,"8-96,123-218",na,na,2.0,2.0,0.0,2.0,0.0,1.0,33.916373,35.916367,dompdb/3l5iA02,0.977603,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R0524_adnectin_SEQ_A9C1B0F3BB21_local_exact_prediction__H002,high,123-218,35.916367,dompdb/3l5iA02,0.942523,2.60.40.10,Immunoglobulins,R0524_adnectin_SEQ_A9C1B0F3BB21_local_exact_prediction__H001|high|8-96|dompdb/3l5iA02|2.60.40.10|31.916380; R0524_adnectin_SEQ_A9C1B0F3BB21_local_exact_prediction__H002|high|123-218|dompdb/3l5iA02|2.60.40.10|35.916367
1469,SEQ_23D0525D885F,219.0,2.0,0.0,0.0,2.0,"8-96,123-218",na,na,2.0,2.0,0.0,2.0,0.0,1.0,33.976776,36.097229,dompdb/3l5iA02,0.977492,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R0525_adnectin_SEQ_23D0525D885F_local_exact_prediction__H002,high,123-218,36.097229,dompdb/3l5iA02,0.941806,2.60.40.10,Immunoglobulins,R0525_adnectin_SEQ_23D0525D885F_local_exact_prediction__H001|high|8-96|dompdb/3l5iA02|2.60.40.10|31.856323; R0525_adnectin_SEQ_23D0525D885F_local_exact_prediction__H002|high|123-218|dompdb/3l5iA02|2.60.40.10|36.097229
1470,SEQ_ADEDA433A91B,94.0,0.0,0.0,1.0,0.0,na,na,6-92,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,SEQ_787D5EA832FE,97.0,0.0,0.0,1.0,0.0,na,na,5-90,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,SEQ_CF0E1C787960,110.0,1.0,0.0,0.0,1.0,8-102,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.046398,37.046398,dompdb/3l5iA02,0.935148,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R0528_adnectin_SEQ_CF0E1C787960_local_exact_prediction__H001,high,8-102,37.046398,dompdb/3l5iA02,0.935148,2.60.40.10,Immunoglobulins,R0528_adnectin_SEQ_CF0E1C787960_local_exact_prediction__H001|high|8-102|dompdb/3l5iA02|2.60.40.10|37.046398
1474,SEQ_91CE85878CB8,110.0,1.0,0.0,0.0,1.0,8-102,na,na,1.0,1.0,0.0,1.0,0.0,1.0,36.934208,36.934208,dompdb/3l5iA02,0.936707,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R0529_adnectin_SEQ_91CE85878CB8_local_exact_prediction__H001,high,8-102,36.934208,dompdb/3l5iA02,0.936707,2.60.40.10,Immunoglobulins,R0529_adnectin_SEQ_91CE85878CB8_local_exact_prediction__H001|high|8-102|dompdb/3l5iA02|2.60.40.10|36.934208
1475,SEQ_9BB1E16AB290,110.0,1.0,0.0,0.0,1.0,8-103,na,na,1.0,1.0,0.0,1.0,0.0,1.0,36.304054,36.304054,dompdb/3l5iA02,0.941488,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R0530_adnectin_SEQ_9BB1E16AB290_local_exact_prediction__H001,high,8-103,36.304054,dompdb/3l5iA02,0.941488,2.60.40.10,Immunoglobulins,R0530_adnectin_SEQ_9BB1E16AB290_local_exact_prediction__H001|high|8-103|dompdb/3l5iA02|2.60.40.10|36.304054
1476,SEQ_19EAD4DE7D93,110.0,1.0,0.0,0.0,1.0,8-103,na,na,1.0,1.0,0.0,1.0,0.0,1.0,36.321171,36.321171,dompdb/3l5iA02,0.941584,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R0531_adnectin_SEQ_19EAD4DE7D93_local_exact_prediction__H001,high,8-103,36.321171,dompdb/3l5iA02,0.941584,2.60.40.10,Immunoglobulins,R0531_adnectin_SEQ_19EAD4DE7D93_local_exact_prediction__H001|high|8-103|dompdb/3l5iA02|2.60.40.10|36.321171
1477,SEQ_2BD1179196CC,110.0,1.0,0.0,0.0,1.0,8-103,na,na,1.0,1.0,0.0,1.0,0.0,1.0,36.394402,36.394402,dompdb/3l5iA02,0.941273,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R0532_adnectin_SEQ_2BD1179196CC_local_exact_prediction__H001,high,8-103,36.394402,dompdb/3l5iA02,0.941273,2.60.40.10,Immunoglobulins,R0532_adnectin_SEQ_2BD1179196CC_local_exact_prediction__H001|high|8-103|dompdb/3l5iA02|2.60.40.10|36.394402
1478,SEQ_05866AB697B0,108.0,1.0,0.0,0.0,1.0,8-101,na,na,1.0,1.0,0.0,1.0,0.0,1.0,32.540649,32.540649,dompdb/3lb6C01,0.973577,3lb6C01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3lb6C01,2.60.40.10,2.60.40,R0533_adnectin_SEQ_05866AB697B0_local_exact_prediction__H001,high,8-101,32.540649,dompdb/3lb6C01,0.973577,2.60.40.10,Immunoglobulins,R0533_adnectin_SEQ_05866AB697B0_local_exact_prediction__H001|high|8-101|dompdb/3lb6C01|2.60.40.10|32.540649
1479,SEQ_D138F1AF76AE,108.0,1.0,0.0,0.0,1.0,8-101,na,na,1.0,1.0,0.0,1.0,0.0,1.0,32.508495,32.508495,dompdb/3lb6C01,0.973381,3lb6C01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3lb6C01,2.60.40.10,2.60.40,R0534_adnectin_SEQ_D138F1AF76AE_local_exact_prediction__H001,high,8-101,32.508495,dompdb/3lb6C01,0.973381,2.60.40.10,Immunoglobulins,R0534_adnectin_SEQ_D138F1AF76AE_local_exact_prediction__H001|high|8-101|dompdb/3lb6C01|2.60.40.10|32.508495
1480,SEQ_BF441FA45EBD,102.0,0.0,0.0,1.0,0.0,na,na,4-98,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,SEQ_FB98D4E206E4,100.0,0.0,0.0,1.0,0.0,na,na,4-98,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,SEQ_C13C2321512D,532.0,0.0,1.0,6.0,1.0,na,215-257_264-281_284-293,"4-93_185-211,4-93_212-257_264-281_284-306,7-85,88-207,143-211,146-158_160-184",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R1599_adnectin_SEQ_C13C2321512D_PDB_exact__M001|medium|215-257,264-281,284-293|||"
1483,SEQ_E80F7518DD9C,102.0,1.0,0.0,0.0,1.0,8-96,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.431154,31.431154,dompdb/4s0sD00,0.982357,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1600_adnectin_SEQ_E80F7518DD9C_local_exact_prediction__H001,high,8-96,31.431154,dompdb/4s0sD00,0.982357,2.60.40.10,Immunoglobulins,R1600_adnectin_SEQ_E80F7518DD9C_local_exact_prediction__H001|high|8-96|dompdb/4s0sD00|2.60.40.10|31.431154
1484,SEQ_88696239DF0C,100.0,1.0,0.0,0.0,1.0,8-94,na,na,1.0,1.0,0.0,1.0,0.0,1.0,32.530582,32.530582,dompdb/3l5iA02,0.978722,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R0537_adnectin_SEQ_88696239DF0C_local_exact_prediction__H001,high,8-94,32.530582,dompdb/3l5iA02,0.978722,2.60.40.10,Immunoglobulins,R0537_adnectin_SEQ_88696239DF0C_local_exact_prediction__H001|high|8-94|dompdb/3l5iA02|2.60.40.10|32.530582
1485,SEQ_561F80B73B99,103.0,1.0,0.0,0.0,1.0,8-95,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.729481,31.729481,dompdb/6x3aA03,0.978618,6x3aA03,,,,,,,,,dompdb/6x3aA03,,,R0538_adnectin_SEQ_561F80B73B99_local_exact_prediction__H001,high,8-95,31.729481,dompdb/6x3aA03,0.978618,,,R0538_adnectin_SEQ_561F80B73B99_local_exact_prediction__H001|high|8-95|dompdb/6x3aA03||31.729481
1486,SEQ_A17C31AA859F,103.0,1.0,0.0,0.0,1.0,8-95,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.845268,31.845268,dompdb/3l5iA02,0.979524,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R1601_adnectin_SEQ_A17C31AA859F_local_exact_prediction__H001,high,8-95,31.845268,dompdb/3l5iA02,0.979524,2.60.40.10,Immunoglobulins,R1601_adnectin_SEQ_A17C31AA859F_local_exact_prediction__H001|high|8-95|dompdb/3l5iA02|2.60.40.10|31.845268
1487,SEQ_F401A74AFE87,102.0,1.0,0.0,0.0,1.0,8-96,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.439247,31.439247,dompdb/4s0sD00,0.983127,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1602_adnectin_SEQ_F401A74AFE87_local_exact_prediction__H001,high,8-96,31.439247,dompdb/4s0sD00,0.983127,2.60.40.10,Immunoglobulins,R1602_adnectin_SEQ_F401A74AFE87_local_exact_prediction__H001|high|8-96|dompdb/4s0sD00|2.60.40.10|31.439247
1488,SEQ_93795BE8AE25,100.0,1.0,0.0,0.0,1.0,8-96,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.780508,31.780508,dompdb/4s0sD00,0.980071,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R0539_adnectin_SEQ_93795BE8AE25_local_exact_prediction__H001,high,8-96,31.780508,dompdb/4s0sD00,0.980071,2.60.40.10,Immunoglobulins,R0539_adnectin_SEQ_93795BE8AE25_local_exact_prediction__H001|high|8-96|dompdb/4s0sD00|2.60.40.10|31.780508
1489,SEQ_8042E464D36D,105.0,1.0,0.0,0.0,1.0,8-101,na,na,1.0,1.0,0.0,1.0,0.0,1.0,32.101448,32.101448,dompdb/3lb6C01,0.972773,3lb6C01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3lb6C01,2.60.40.10,2.60.40,R0540_adnectin_SEQ_8042E464D36D_local_exact_prediction__H001,high,8-101,32.101448,dompdb/3lb6C01,0.972773,2.60.40.10,Immunoglobulins,R0540_adnectin_SEQ_8042E464D36D_local_exact_prediction__H001|high|8-101|dompdb/3lb6C01|2.60.40.10|32.101448
1490,SEQ_13A69BB1420F,108.0,1.0,0.0,0.0,1.0,8-100,na,na,1.0,1.0,0.0,1.0,0.0,1.0,32.76643,32.76643,dompdb/3lb6C01,0.971985,3lb6C01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3lb6C01,2.60.40.10,2.60.40,R0541_adnectin_SEQ_13A69BB1420F_local_exact_prediction__H001,high,8-100,32.76643,dompdb/3lb6C01,0.971985,2.60.40.10,Immunoglobulins,R0541_adnectin_SEQ_13A69BB1420F_local_exact_prediction__H001|high|8-100|dompdb/3lb6C01|2.60.40.10|32.766430
1491,SEQ_D55AF3EC700B,108.0,1.0,0.0,0.0,1.0,8-101,na,na,1.0,1.0,0.0,1.0,0.0,1.0,32.612099,32.612099,dompdb/3lb6C01,0.971294,3lb6C01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3lb6C01,2.60.40.10,2.60.40,R0542_adnectin_SEQ_D55AF3EC700B_local_exact_prediction__H001,high,8-101,32.612099,dompdb/3lb6C01,0.971294,2.60.40.10,Immunoglobulins,R0542_adnectin_SEQ_D55AF3EC700B_local_exact_prediction__H001|high|8-101|dompdb/3lb6C01|2.60.40.10|32.612099
1492,SEQ_62B8BC614870,102.0,1.0,0.0,0.0,1.0,8-96,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.613596,31.613596,dompdb/3b4nA01,0.976609,3b4nA01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3b4nA01,2.60.40.10,2.60.40,R1603_adnectin_SEQ_62B8BC614870_local_exact_prediction__H001,high,8-96,31.613596,dompdb/3b4nA01,0.976609,2.60.40.10,Immunoglobulins,R1603_adnectin_SEQ_62B8BC614870_local_exact_prediction__H001|high|8-96|dompdb/3b4nA01|2.60.40.10|31.613596
1494,SEQ_0D2527621323,361.0,0.0,2.0,1.0,2.0,na,"25-49_204-357,55-178",33-353,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R0543_betarolldomain_SEQ_0D2527621323_local_exact_prediction__M001|medium|25-49,204-357|||; R0543_betarolldomain_SEQ_0D2527621323_local_exact_prediction__M002|medium|55-178|||"
1495,SEQ_F0701F37345D,31.0,0.0,0.0,1.0,0.0,na,na,2-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,SEQ_A9469B71C58C,545.0,0.0,0.0,2.0,0.0,na,na,"2-92,93-340",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,SEQ_16E1FEA62706,1658.0,0.0,1.0,2.0,1.0,na,29-318,"29-180,181-363",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R0546_betarolldomain_SEQ_16E1FEA62706_PDB_exact__M001|medium|29-318|||
1500,SEQ_2653C5151788,31.0,0.0,0.0,1.0,0.0,na,na,2-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,SEQ_D755A57005FF,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.406479,37.406479,dompdb/1fakI00,0.952053,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0548_kunitz_SEQ_D755A57005FF_local_exact_prediction__H001,high,3-55,37.406479,dompdb/1fakI00,0.952053,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0548_kunitz_SEQ_D755A57005FF_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.406479
1502,SEQ_604744FE9002,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.356709,37.356709,dompdb/1fakI00,0.952265,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0549_kunitz_SEQ_604744FE9002_local_exact_prediction__H001,high,3-55,37.356709,dompdb/1fakI00,0.952265,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0549_kunitz_SEQ_604744FE9002_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.356709
1503,SEQ_93A6448A74AB,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.355419,37.355419,dompdb/1fakI00,0.951109,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0550_kunitz_SEQ_93A6448A74AB_local_exact_prediction__H001,high,3-55,37.355419,dompdb/1fakI00,0.951109,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0550_kunitz_SEQ_93A6448A74AB_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.355419
1504,SEQ_86511221DA91,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.4786,37.4786,dompdb/1fakI00,0.952251,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0551_kunitz_SEQ_86511221DA91_local_exact_prediction__H001,high,3-55,37.4786,dompdb/1fakI00,0.952251,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0551_kunitz_SEQ_86511221DA91_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.478600
1505,SEQ_FA26EB5E0EAD,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.464256,37.464256,dompdb/1fakI00,0.952382,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0552_kunitz_SEQ_FA26EB5E0EAD_local_exact_prediction__H001,high,3-55,37.464256,dompdb/1fakI00,0.952382,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0552_kunitz_SEQ_FA26EB5E0EAD_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.464256
1506,SEQ_ECC12A1C943D,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.208157,37.208157,dompdb/1fakI00,0.950655,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0553_kunitz_SEQ_ECC12A1C943D_local_exact_prediction__H001,high,3-55,37.208157,dompdb/1fakI00,0.950655,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0553_kunitz_SEQ_ECC12A1C943D_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.208157
1507,SEQ_F2D38D5404B7,59.0,1.0,0.0,0.0,1.0,3-56,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.395153,37.395153,dompdb/1fakI00,0.96863,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0554_kunitz_SEQ_F2D38D5404B7_local_exact_prediction__H001,high,3-56,37.395153,dompdb/1fakI00,0.96863,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0554_kunitz_SEQ_F2D38D5404B7_local_exact_prediction__H001|high|3-56|dompdb/1fakI00|4.10.410.10|37.395153
1508,SEQ_584E551EE0FE,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.470501,37.470501,dompdb/1fakI00,0.952372,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0555_kunitz_SEQ_584E551EE0FE_local_exact_prediction__H001,high,3-55,37.470501,dompdb/1fakI00,0.952372,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0555_kunitz_SEQ_584E551EE0FE_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.470501
1510,SEQ_1C2BC1642920,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.356972,37.356972,dompdb/1fakI00,0.95316,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0556_kunitz_SEQ_1C2BC1642920_local_exact_prediction__H001,high,3-55,37.356972,dompdb/1fakI00,0.95316,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0556_kunitz_SEQ_1C2BC1642920_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.356972
1511,SEQ_A20CFA00CAE2,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.394192,37.394192,dompdb/1fakI00,0.951365,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0557_kunitz_SEQ_A20CFA00CAE2_local_exact_prediction__H001,high,3-55,37.394192,dompdb/1fakI00,0.951365,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0557_kunitz_SEQ_A20CFA00CAE2_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.394192
1512,SEQ_08CB8CF9E0D9,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.319149,37.319149,dompdb/1fakI00,0.952435,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0558_kunitz_SEQ_08CB8CF9E0D9_local_exact_prediction__H001,high,3-55,37.319149,dompdb/1fakI00,0.952435,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0558_kunitz_SEQ_08CB8CF9E0D9_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.319149
1513,SEQ_BA64E72C05B5,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.440792,37.440792,dompdb/1fakI00,0.951128,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0559_kunitz_SEQ_BA64E72C05B5_local_exact_prediction__H001,high,3-55,37.440792,dompdb/1fakI00,0.951128,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0559_kunitz_SEQ_BA64E72C05B5_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.440792
1518,SEQ_BE788DA549BA,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.372807,37.372807,dompdb/1fakI00,0.952696,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0560_kunitz_SEQ_BE788DA549BA_local_exact_prediction__H001,high,3-55,37.372807,dompdb/1fakI00,0.952696,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0560_kunitz_SEQ_BE788DA549BA_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.372807
1519,SEQ_C3B618784F29,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.254696,37.254696,dompdb/1fakI00,0.953332,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0561_kunitz_SEQ_C3B618784F29_local_exact_prediction__H001,high,3-55,37.254696,dompdb/1fakI00,0.953332,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0561_kunitz_SEQ_C3B618784F29_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.254696
1524,SEQ_4DB73D3ACAFE,58.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.240456,37.240456,dompdb/1fakI00,0.953763,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0562_kunitz_SEQ_4DB73D3ACAFE_local_exact_prediction__H001,high,3-55,37.240456,dompdb/1fakI00,0.953763,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0562_kunitz_SEQ_4DB73D3ACAFE_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.240456
1526,SEQ_FF604255333F,262.0,0.0,2.0,2.0,2.0,na,"7-197,201-254","2-133,134-262",2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R0563_betarolldomain_SEQ_FF604255333F_PDB_exact__M001|medium|7-197|||; R0563_betarolldomain_SEQ_FF604255333F_PDB_exact__M002|medium|201-254|||
