protein_row_id,structure_unique_sequence_id,ProtParam_MW_Da,ProtParam_pI,ProtParam_GRAVY,ProtParam_Instability_Index,ProtParam_Aromaticity,ProtParam_Ext_Coeff_Reduced,ProtParam_Ext_Coeff_Oxidized
815,SEQ_C612D4BF7354,10375.21,4.51,-0.134,39.04,0.1915,29340,29340
816,SEQ_FCD99FBF569E,10451.31,4.51,-0.1394,38.3,0.2021,30830,30830
817,SEQ_55F744C11B3E,10147.01,4.94,-0.1452,33.88,0.172,26360,26360
818,SEQ_224C55CC9B6E,10105.92,4.51,-0.1118,40.33,0.172,26360,26360
819,SEQ_25B85A2F7AB1,10136.03,4.94,-0.1435,32.57,0.1848,27850,27850
820,SEQ_2DC631FB1CC1,10223.11,4.94,-0.1505,31.81,0.1828,27850,27850
821,SEQ_37828D4A0148,10299.21,4.94,-0.1559,32.32,0.1935,29340,29340
822,SEQ_7C0A612910FE,10777.66,4.51,-0.1635,35.7,0.2188,33810,33810
823,SEQ_94CF318674D8,10755.69,4.51,-0.1606,37.4,0.2447,36790,36790
824,SEQ_6ED945768DF0,10150.15,5.56,-0.0117,32.66,0.1489,23380,23380
825,SEQ_7A1AA1689629,10274.16,4.51,-0.15,30.2,0.2065,30830,30830
826,SEQ_2F552064CCD5,10625.47,4.51,-0.1531,33.85,0.1979,30830,30830
827,SEQ_5E5E6D17EC24,11469.39,4.05,-0.2553,46.88,0.1845,42860,42860
828,SEQ_364D84B2365B,10260.09,4.36,-0.1135,38.35,0.1458,35410,35410
829,SEQ_18D0CD9C3A55,10824.89,4.2,0.0455,52.07,0.1386,25900,25900
830,SEQ_FF2B0F4D082F,10935.82,4.36,-0.1382,41.06,0.1569,42400,42400
831,SEQ_702AC68A5640,10199.94,4.14,0.0082,56.52,0.134,20400,20400
832,SEQ_8751B49E51BA,10075.81,4.23,0.0186,55.58,0.1031,15930,15930
833,SEQ_4871D302BC97,10097.86,4.67,0.0258,56.21,0.1031,15930,15930
834,SEQ_C365BDFC63B0,10181.93,4.32,-0.0093,58.59,0.1134,17420,17420
835,SEQ_DF68B50080F2,10125.87,4.37,-0.0237,53.99,0.1134,18910,18910
836,SEQ_EC7A123BA709,10185.92,4.23,0.0113,57.48,0.1237,15930,15930
837,SEQ_76FC868863FE,10309.07,4.12,-0.0351,51.99,0.1443,18910,18910
838,SEQ_E7372BA6D171,10667.61,4.66,-0.055,39.56,0.14,23380,23380
839,SEQ_810C07F5034D,10203.03,4.3,-0.0188,50.38,0.1354,21890,21890
840,SEQ_FB4B64DD1424,10249.97,4.25,-0.166,50.11,0.1237,28420,28420
841,SEQ_4C3A3658DC85,10405.22,4.2,-0.1196,47.83,0.1443,31400,31400
842,SEQ_F9FB27C5E3D3,10231.0,4.05,0.0175,43.04,0.134,17420,17420
843,SEQ_63E1E305E5E4,10261.03,4.12,-0.0206,53.65,0.134,18910,18910
844,SEQ_9F0B4A65A77E,10311.13,4.3,-0.0,52.02,0.1443,23380,23380
845,SEQ_DFF18B67E30D,10391.17,4.3,-0.0907,49.58,0.1546,24870,24870
846,SEQ_3551B36E537D,10294.1,4.3,0.0052,51.5,0.1443,20400,20400
847,SEQ_0E2755DA4106,10527.32,4.25,-0.1206,39.43,0.1649,32890,32890
848,SEQ_4F0DCC408F04,10833.76,5.56,-0.1157,31.62,0.1471,28880,28880
849,SEQ_74EB9E4B7BAE,10683.53,4.07,-0.0535,43.62,0.1386,23380,23380
850,SEQ_93AFD11B58DA,10708.67,4.58,-0.0273,33.4,0.1616,38390,38390
851,SEQ_078EDC37C3D4,3199.72,4.67,0.5452,37.12,0.0645,6990,7365
852,SEQ_F800312234F0,3296.73,6.15,0.0323,11.25,0.0968,2980,3355
853,SEQ_F3E66439AC4F,3132.62,8.34,-0.2233,25.33,0.0333,1490,1865
854,SEQ_FE42E14ECFAF,3149.77,8.9,-0.04,46.08,0.0333,1490,1865
855,SEQ_6BABAB54D422,8011.15,8.9,-0.6779,0.88,0.1324,16960,16960
856,SEQ_5E501FE2F263,3307.8,7.77,-0.0226,27.53,0.0645,2980,3355
857,SEQ_0755D0366345,3213.75,4.67,0.6161,51.55,0.0645,6990,7365
858,SEQ_0EF2F868BAF4,10523.51,4.7,-0.0958,25.15,0.1667,28880,28880
859,SEQ_44A066738C02,10536.63,4.72,-0.1292,38.78,0.1562,24870,24870
860,SEQ_7F1096485513,10552.49,4.05,-0.124,22.62,0.1562,36900,36900
861,SEQ_30E71A87FFD5,10058.01,4.14,0.0695,33.84,0.1263,26930,26930
862,SEQ_2C11557317A0,10107.12,4.29,0.0323,21.62,0.1613,25900,25900
863,SEQ_890734E64965,10414.58,5.58,0.0381,29.65,0.134,29910,29910
864,SEQ_4CCBBF836678,10220.51,9.48,0.1093,15.93,0.1237,15930,15930
865,SEQ_9AC1982D3891,9628.73,4.66,0.2228,28.35,0.1087,15930,15930
866,SEQ_439123450DAA,9848.94,4.95,0.2075,30.64,0.1183,21430,21430
867,SEQ_3DE792DCE425,10428.64,9.23,-0.0398,34.8,0.1224,24410,24410
868,SEQ_2ABEBB512F26,9888.96,6.77,0.0489,32.35,0.0957,15930,15930
869,SEQ_A6F0AF641FAE,10573.54,4.44,-0.1646,29.11,0.1667,26360,26360
870,SEQ_AE192D49DCBF,9859.77,4.5,0.0452,53.94,0.1183,26930,26930
872,SEQ_7596B2E76E9B,2910.33,5.96,0.3893,68.27,0.1071,1490,1865
873,SEQ_148186D790D0,2873.31,5.96,0.3345,40.08,0.0345,5500,5875
874,SEQ_6DE870EBD328,2886.31,5.96,0.2379,46.72,0.0345,5500,5875
875,SEQ_071A6A4043C4,2890.3,5.96,0.269,37.15,0.0345,5500,5875
876,SEQ_E5FD241F46E4,2930.36,5.96,0.2276,58.94,0.0345,5500,5875
877,SEQ_8A194D329CDE,2852.21,5.97,0.1034,22.98,0.0345,5500,5750
878,SEQ_58325E8770EF,2886.31,5.96,0.2379,41.06,0.0345,5500,5875
879,SEQ_06A54437B0A9,2872.28,5.96,0.1621,25.91,0.0345,5500,5875
880,SEQ_88EE7036C559,2943.41,7.78,0.0414,25.91,0.0345,5500,5875
881,SEQ_BCE65E06EA7D,3054.41,4.37,-0.0833,36.07,0.0667,5500,5875
882,SEQ_E5115A01176E,3053.43,5.96,-0.0833,35.17,0.0667,5500,5875
883,SEQ_DB2AAF80DE89,2916.34,5.96,0.1586,30.51,0.0345,5500,5875
884,SEQ_0E2C7101273C,2902.31,5.96,0.1483,37.15,0.0345,5500,5875
885,SEQ_5B85EA5DD96D,2979.39,4.37,0.1138,43.02,0.069,5500,5875
886,SEQ_0E0F43016412,2900.34,5.96,0.2414,37.15,0.0345,5500,5875
887,SEQ_54AB7386FB24,3106.49,4.05,-0.1967,35.11,0.0667,5500,5875
888,SEQ_DEF459E49447,3072.43,4.35,-0.1633,44.41,0.0667,5500,5875
890,SEQ_B8B2DBD89493,3355.9,9.57,-0.7387,95.14,0.0,0,375
891,SEQ_D1C54207E472,3455.04,9.57,-0.5844,92.47,0.0,0,375
892,SEQ_36BCD7140ACA,2801.2,5.96,0.2448,43.79,0.0,0,375
893,SEQ_F30BC730CB3A,2904.33,8.34,-0.2966,38.68,0.0,0,375
894,SEQ_072EFD92522D,2890.3,5.96,0.269,25.33,0.0345,5500,5875
895,SEQ_522286FE052B,2963.35,6.03,-0.1931,27.58,0.0345,5500,5875
899,SEQ_76CD4E66E2E9,3087.59,9.25,-0.6893,86.7,0.0357,5500,5875
900,SEQ_A8CDA182C944,2831.23,4.05,0.369,32.9,0.0345,5500,5875
901,SEQ_D67BA8EDFF25,2873.31,5.96,0.3345,38.08,0.0345,5500,5875
902,SEQ_8D69A96861EB,2874.26,5.96,0.0828,34.22,0.0345,5500,5875
903,SEQ_71D9A29A3498,2890.3,5.96,0.269,23.87,0.0345,5500,5875
904,SEQ_8E82BDD655CB,2888.28,5.96,0.069,52.3,0.0345,5500,5875
905,SEQ_CC6465C43DF2,2886.31,5.96,0.2379,52.3,0.0345,5500,5875
906,SEQ_184F72EB7FAB,2888.28,5.96,0.069,42.68,0.0345,5500,5875
907,SEQ_4ED1C01B37A1,2916.34,5.96,0.1517,37.15,0.0345,5500,5875
908,SEQ_E506B7168579,3102.55,5.96,0.1167,36.25,0.0667,11000,11375
909,SEQ_F06695D7D456,2914.36,5.96,0.3207,23.31,0.0345,5500,5875
910,SEQ_10923F2BF273,3728.32,9.57,-0.6,90.79,0.0294,5500,5875
911,SEQ_597385F01950,3456.06,9.57,-0.5097,104.09,0.0323,5500,5875
912,SEQ_525CDDF6D415,3166.86,9.22,-0.1897,38.95,0.0345,0,375
913,SEQ_19B8BB664297,3172.84,8.98,0.0138,43.92,0.0345,5500,5875
914,SEQ_36C421D56A25,2989.59,8.96,-0.1069,27.71,0.0,0,375
915,SEQ_E86C90A78670,3246.84,8.33,0.471,37.19,0.0968,1490,1865
917,SEQ_24FE29A6CEED,3361.71,4.05,0.2848,5.92,0.1515,8480,8855
918,SEQ_4F3D60AE9807,3474.92,4.68,0.0818,7.34,0.1515,8480,8855
919,SEQ_F64FF58187AF,3504.94,4.68,0.0061,2.79,0.1515,8480,8855
920,SEQ_D90EE2238EA6,3375.74,4.05,0.2879,-9.8,0.1515,8480,8855
921,SEQ_A25CA8BD6E3A,3412.76,4.05,0.1424,-6.09,0.1818,4470,4845
922,SEQ_449717301639,3212.82,8.33,0.5032,26.07,0.0645,1490,1865
923,SEQ_2F0C9F0704A4,3269.92,8.64,0.2935,17.43,0.0645,2980,3355
924,SEQ_18A04B000434,3283.86,8.33,0.2645,29.8,0.0645,2980,3355
925,SEQ_8808E831E49D,3207.81,8.33,0.4774,24.26,0.0645,6990,7365
926,SEQ_05CA21C1FE9B,3252.85,7.77,0.471,30.47,0.0645,6990,7365
927,SEQ_1FEEBD684FA8,3085.59,4.37,0.6433,26.67,0.0667,2980,3355
928,SEQ_F026D64D367D,8808.83,8.47,-0.9539,29.99,0.1053,14440,14940
929,SEQ_55167A87DA52,6365.18,5.83,-0.4881,55.97,0.0508,11000,11625
930,SEQ_7F33F9CC1FFD,3181.77,6.15,0.7355,29.16,0.0645,1490,1865
931,SEQ_50DF40471E58,3180.78,7.77,0.7129,29.16,0.0645,1490,1865
932,SEQ_ED9B929BA9B5,2908.35,5.96,0.5643,65.91,0.1071,1490,1865
933,SEQ_142C11D0379F,3073.64,8.92,-0.3172,48.38,0.0345,1490,1865
934,SEQ_6D79EB700082,3476.99,8.66,-0.4441,42.73,0.0294,1490,1865
935,SEQ_B8F6FA43BF0A,4242.8,7.76,-0.459,65.21,0.1026,5960,6335
936,SEQ_EA873B42A3D5,3730.31,7.79,-0.1912,56.69,0.0588,6990,7365
937,SEQ_7C81A0AD22D6,3526.11,8.43,-0.1031,75.99,0.0625,6990,7240
938,SEQ_C24BF3D91573,3707.27,7.78,-0.2029,56.69,0.0588,2980,3355
939,SEQ_B11D81F62F55,3503.07,8.42,-0.1156,75.99,0.0625,2980,3230
942,SEQ_56C0FC0CF1FA,4027.81,9.13,-0.4811,50.14,0.027,0,375
944,SEQ_FFB88A84DFF0,3327.96,8.33,0.6226,28.76,0.0968,1490,1865
945,SEQ_26BDCEC13616,3336.03,8.89,-0.0333,33.17,0.0667,1490,1865
946,SEQ_65A2CDEFB091,3235.86,8.33,0.6806,28.76,0.0645,1490,1865
947,SEQ_B4ACEE14068A,3236.89,8.33,0.8452,21.12,0.0645,1490,1865
948,SEQ_2B6DC3C0E22D,3279.92,8.33,0.6742,34.97,0.0645,1490,1865
949,SEQ_6F1FE86EDFD3,3265.89,8.33,0.6645,32.24,0.0645,1490,1865
950,SEQ_55E9D4DB465F,3280.9,7.77,0.6677,28.25,0.0645,1490,1865
951,SEQ_C406ED394C6E,3279.92,8.33,0.6677,32.24,0.0645,1490,1865
952,SEQ_324076BF5F6C,3307.97,8.33,0.6419,28.76,0.0645,1490,1865
953,SEQ_7010F9153567,3277.89,4.78,0.7677,37.21,0.0645,6990,7365
954,SEQ_7436600B6022,3258.77,6.03,0.29,18.43,0.1,2980,3355
958,SEQ_794223A2B993,23304.77,5.01,-0.1858,31.73,0.105,32320,32320
959,SEQ_2C6C49A14E11,23302.69,4.88,-0.2206,31.26,0.1101,37820,37820
960,SEQ_3E5D62EBFB21,10125.15,5.29,-0.1531,26.39,0.0833,14440,14440
962,SEQ_5C924820FF58,11294.44,6.3,-0.4583,26.64,0.1262,21890,21890
963,SEQ_E521662B6EBA,11338.56,4.92,-0.2524,26.06,0.1262,24410,24410
964,SEQ_8BCAFB232D50,5879.97,10.0,1.0583,3.77,0.0333,1490,1490
966,SEQ_365E2A5E280E,3616.09,8.31,-0.3647,23.51,0.1176,8480,8855
968,SEQ_8D4A5578EA75,3421.1,8.91,-0.1437,45.45,0.0312,1490,1990
969,SEQ_7EC96039252E,3844.52,8.71,-0.4086,10.53,0.0571,2980,3480
970,SEQ_0C036CB389BE,8930.58,9.17,-0.2308,31.64,0.0513,6990,7365
976,SEQ_8260D80B9396,3135.66,5.54,0.3552,44.5,0.069,1490,1865
977,SEQ_2ECA78293824,3134.67,6.71,0.3552,36.34,0.069,1490,1865
978,SEQ_E9D3D15ACA77,10208.23,5.16,-0.6156,54.75,0.0444,2980,3355
980,SEQ_DC1A487EAFEC,13914.3,5.73,-0.2766,37.35,0.125,36440,36690
981,SEQ_18E948EDE2E7,13101.25,5.69,-0.4983,32.61,0.1513,34380,34505
982,SEQ_B1C6BECF552E,13077.23,6.76,-0.338,34.38,0.1405,42400,42525
984,SEQ_CB46200C6323,3076.57,4.05,0.6484,74.96,0.0,0,250
985,SEQ_C2E0C4F9C2C1,2956.49,10.93,-0.6167,29.23,0.0833,0,0
986,SEQ_30DF2C3FFAB1,3157.72,8.69,-0.01,64.57,0.0333,1490,1865
987,SEQ_371E806410FD,6296.18,8.3,-0.2945,48.31,0.1273,15470,15845
988,SEQ_71AAD7C6F887,6381.28,8.3,-0.1754,46.97,0.1053,9970,10345
989,SEQ_5BA26E00C8EC,2460.11,9.96,-0.0773,12.95,0.0,0,250
990,SEQ_9BEC3C4E00D3,4865.65,4.51,0.5184,85.84,0.0,0,500
991,SEQ_5A6E4264C1BF,2805.45,5.53,0.7385,39.25,0.0,0,0
992,SEQ_45438D710149,6326.14,5.53,1.0286,27.02,0.0,0,0
993,SEQ_355FA5832D4E,3172.08,5.53,0.9786,26.84,0.0,0,0
994,SEQ_BFB1CDD5165B,2412.8,5.53,0.1875,52.59,0.0,0,0
995,SEQ_EF727C48ED39,7474.48,8.84,-0.4985,57.0,0.1692,12950,13325
997,SEQ_AA8FEB758F43,12678.24,7.86,-0.6829,47.04,0.0991,19940,20065
998,SEQ_0B6502C55938,2012.5,5.53,1.68,25.88,0.0,0,0
999,SEQ_E80E23EB11F6,4829.53,4.86,-0.4929,34.82,0.119,13980,14355
1001,SEQ_5F3F47ED8B0D,4226.92,7.69,0.0211,68.12,0.1579,13980,14480
1002,SEQ_AA84379DEF53,2937.53,8.9,-0.2714,34.91,0.0357,1490,1865
1004,SEQ_2C4CD2219498,3072.56,7.77,0.1862,39.78,0.1034,8480,8855
1005,SEQ_99EA533901AF,3135.75,8.66,0.0034,56.5,0.069,2980,3355
1006,SEQ_09414423515B,3203.73,8.64,-0.1871,42.75,0.0968,2980,3355
1007,SEQ_9C27B5B8EAAA,6933.59,9.05,-1.23,53.0,0.1167,7450,7700
1008,SEQ_9E2EA2DCF6BF,4981.8,6.01,-0.137,50.64,0.0435,6990,7490
1010,SEQ_328F7D8B82FA,6797.66,5.22,-0.7448,47.53,0.1034,11460,11835
1011,SEQ_81A863A45F70,3201.82,9.13,-0.3733,33.66,0.0333,1490,1865
1012,SEQ_0528C131F6B6,3420.01,6.72,0.09,26.79,0.1,6990,7365
1013,SEQ_11268CAC87A9,3420.01,6.72,0.1133,15.02,0.1,6990,7365
1014,SEQ_8C81815FA67F,3199.78,7.76,0.4033,31.99,0.0667,2980,3355
1015,SEQ_C5FFF004AF6B,5210.31,9.22,-0.1958,2.07,0.0417,6990,7490
1016,SEQ_894AB3082C69,8633.21,9.92,0.8105,4.41,0.0581,9970,9970
1018,SEQ_4FC37D4DAD4A,7294.17,9.22,-0.7323,41.53,0.1231,5960,6335
1019,SEQ_6AD5BB3AABA9,6837.69,4.96,-0.7655,40.63,0.1379,4470,4845
1020,SEQ_AA97FB86CB51,6880.71,5.32,-0.9086,35.85,0.1379,4470,4845
1021,SEQ_FA99C034C9DB,6879.77,7.75,-0.9155,33.26,0.1379,4470,4845
1022,SEQ_5DD86C625D8F,6846.61,4.73,-0.8483,37.71,0.1552,5960,6335
1023,SEQ_F9AA705E1AF3,6212.82,4.53,-1.0096,42.03,0.1731,5960,6210
1024,SEQ_E19EADFE1E89,6347.11,6.71,-0.7055,29.99,0.1455,15470,15845
1026,SEQ_5F0A81E81C74,4152.31,12.0,-0.4353,4.32,0.1471,0,0
1029,SEQ_1646B0020600,5208.85,7.73,-0.5478,21.77,0.087,6990,7490
1030,SEQ_22EB9D474931,5404.08,8.52,-1.0,12.59,0.0638,5500,6000
1031,SEQ_CE6C600E21C4,14313.0,9.32,-0.4721,16.09,0.093,37470,37970
1032,SEQ_A30EC6088E35,4375.98,4.78,-0.2513,8.14,0.0769,2980,3355
1035,SEQ_EE6A840F3BBB,2343.68,5.93,0.1609,38.43,0.0435,0,250
1036,SEQ_D2DD1FF4FE6C,3379.91,8.35,0.1344,55.51,0.0312,0,375
1037,SEQ_14A4F97209AD,4484.25,8.35,0.5533,50.75,0.0222,0,375
1038,SEQ_9222FD522BB8,9625.85,4.76,0.1742,36.79,0.1011,12950,12950
1039,SEQ_D9874D90FA34,9867.19,7.03,0.0944,44.25,0.1111,15470,15470
1040,SEQ_1396723090D7,2377.79,5.93,0.1913,31.87,0.0435,0,250
1042,SEQ_50BF2BC7C333,10777.15,8.06,-0.126,37.07,0.1354,25440,25440
1043,SEQ_D8D391DD2EE6,9611.78,4.76,0.0584,38.48,0.1011,12950,12950
1044,SEQ_DF75A7B9C8C4,9577.83,6.4,0.036,36.65,0.1011,16960,16960
1045,SEQ_ADCB2827DDCB,10503.64,4.52,-0.217,34.86,0.117,19940,19940
1046,SEQ_302FAB1510D0,9664.65,4.57,-0.0912,45.98,0.0879,11460,11460
1047,SEQ_642468344D36,9575.58,4.75,-0.1562,42.39,0.0899,11460,11460
1048,SEQ_7BB5E2F8C66C,10315.44,4.2,0.0674,40.77,0.0947,7450,7450
1049,SEQ_621625CE9EDA,10526.67,4.52,-0.2211,35.89,0.0947,14440,14440
1050,SEQ_B258BDF1587E,10550.61,4.56,-0.3558,39.17,0.0947,10430,10430
1051,SEQ_63C3DB46F8DC,10455.51,4.66,-0.3543,39.43,0.1064,14440,14440
1052,SEQ_147A3EDD6252,10532.59,4.58,-0.4245,38.01,0.1064,14440,14440
1053,SEQ_62BF20D37FD9,10576.64,4.45,-0.3628,37.81,0.117,19940,19940
1054,SEQ_2D8090C48D4F,10458.47,4.66,-0.3979,33.66,0.1064,14440,14440
1055,SEQ_C9C8EBBA0CB9,9648.58,4.64,-0.3101,45.51,0.0899,11460,11460
1056,SEQ_766516CD7575,10303.39,4.2,-0.0309,40.4,0.1064,12950,12950
1057,SEQ_0A7B0062A333,10514.62,4.52,-0.3223,35.47,0.1064,19940,19940
1058,SEQ_6DBB0441690B,10538.55,4.56,-0.4585,38.79,0.1064,15930,15930
1059,SEQ_05A12620E152,10391.53,5.0,-0.1495,42.2,0.129,18450,18450
1060,SEQ_CBBE40A4EDEC,9615.81,4.65,0.3033,48.71,0.0879,11460,11460
1061,SEQ_CE01086BA656,10315.44,5.17,-0.1228,51.4,0.1304,19940,19940
1062,SEQ_4EE73C8CDB28,10287.38,4.81,-0.2341,38.89,0.1209,19940,19940
1063,SEQ_2DB5970FEE45,10484.73,5.28,-0.1365,48.66,0.0938,12950,12950
1064,SEQ_1A00EBB24808,10510.7,4.99,-0.199,47.27,0.0938,12950,12950
1065,SEQ_55377044C95C,10472.67,5.28,-0.1906,49.55,0.0938,12950,12950
1066,SEQ_2D41A2DE714B,10354.51,4.91,0.0064,32.69,0.1277,14440,14440
1067,SEQ_A513D1E952FE,10387.63,5.19,0.1394,36.3,0.1277,18450,18450
1068,SEQ_B81EE1FF072C,10585.77,5.19,-0.1596,43.49,0.117,22460,22460
1069,SEQ_EA42F07C6675,10329.42,4.64,-0.2352,44.61,0.1209,19940,19940
1070,SEQ_8A4D6F8FF024,10416.5,4.64,-0.2413,46.32,0.1196,19940,19940
1071,SEQ_B7A1493D1CA4,10317.37,4.64,-0.2923,41.89,0.1209,19940,19940
1072,SEQ_3A97B50A9E74,10404.45,4.64,-0.2978,43.64,0.1196,19940,19940
1073,SEQ_33E33F379F53,10591.0,4.96,0.1526,47.59,0.0947,11460,11460
1074,SEQ_79DE70239553,10258.3,4.92,-0.1892,51.25,0.1183,14440,14440
1075,SEQ_BFE1F953FE95,10634.84,5.47,-0.1298,39.33,0.1277,18450,18450
1076,SEQ_55DD96BD9346,10453.47,4.72,-0.2312,37.52,0.0938,12950,12950
1077,SEQ_3729708EBF1F,10503.66,4.72,-0.0579,49.18,0.1158,14440,14440
1078,SEQ_85325B5AC492,10446.53,5.19,-0.2763,49.84,0.1183,15930,15930
1079,SEQ_43C49A2B13D1,9483.63,4.77,0.136,44.64,0.1236,18450,18450
1080,SEQ_7316C0406339,9471.58,4.77,0.0775,46.02,0.1236,18450,18450
1081,SEQ_52716F2FAEEC,9509.6,4.61,0.0685,43.14,0.1236,18450,18450
1082,SEQ_74319C711554,9584.61,4.54,-0.0517,54.01,0.1124,20970,20970
1083,SEQ_464C1F9F1210,9591.53,4.46,-0.1775,46.39,0.1124,11460,11460
1084,SEQ_EE12A7C4C03E,9669.64,4.24,-0.082,37.01,0.1348,27960,27960
1085,SEQ_DCD911381F84,9883.03,4.72,-0.0132,50.59,0.1099,26470,26470
1086,SEQ_1BFF1C273554,9909.0,4.61,-0.0791,49.12,0.1099,26470,26470
1087,SEQ_52D5D152BFF5,9534.61,4.72,-0.0236,36.55,0.1011,12950,12950
1088,SEQ_EEAA34738F23,9685.77,4.64,0.0393,42.57,0.1348,18450,18450
1089,SEQ_1BDCC06F8537,9622.76,4.64,0.1449,39.45,0.1236,18450,18450
1090,SEQ_B64F18BA2482,9482.49,4.64,0.0045,42.7,0.1124,12950,12950
1091,SEQ_E800024E95B7,9523.63,4.64,0.1461,37.92,0.1124,12950,12950
1092,SEQ_6401B7529C24,9585.65,4.64,0.0169,44.39,0.1236,14440,14440
1093,SEQ_DB43FDC07B11,9631.79,4.64,0.1067,42.22,0.1236,14440,14440
1096,SEQ_E3682B5C5EA5,9390.5,4.56,0.0775,48.63,0.1011,16960,16960
1097,SEQ_DB22CB7A7D51,9416.47,4.46,0.0101,47.13,0.1011,16960,16960
1098,SEQ_16718319BF37,9831.88,4.72,-0.1292,48.21,0.1236,27960,27960
1099,SEQ_F04D396B988C,9655.83,4.69,0.1506,33.2,0.1236,22460,22460
1100,SEQ_5A8FB44BF8B4,9643.74,4.5,0.1067,37.77,0.1348,22460,22460
1101,SEQ_CD372F3B760D,9602.65,5.22,-0.1674,42.39,0.0899,11460,11460
1102,SEQ_3090A28E0EFD,10690.82,4.95,-0.168,39.95,0.1134,19940,19940
1103,SEQ_626829ED76EF,10600.65,4.75,-0.2583,35.31,0.125,25440,25440
1104,SEQ_D2C125EECAAE,9634.73,4.84,0.073,47.0,0.1348,27960,27960
1105,SEQ_55B9A72DFDD9,9689.81,6.4,-0.2101,42.7,0.1236,27960,27960
1106,SEQ_71D6B30822DD,9791.86,4.76,-0.1461,43.64,0.1348,19940,19940
1107,SEQ_13D25173E65C,9581.78,4.61,0.0775,45.59,0.1124,20970,20970
1108,SEQ_5F183315D4EC,9607.75,4.5,0.0101,44.09,0.1124,20970,20970
1109,SEQ_9C1BFE9F677E,9539.61,4.5,-0.1101,47.08,0.1011,20970,20970
1110,SEQ_28575910E564,9624.56,4.15,-0.1191,49.85,0.1124,22460,22460
1111,SEQ_0650A928E56C,9745.92,6.4,-0.0753,37.84,0.1348,23950,23950
1112,SEQ_D69AD2658C17,9559.66,4.89,0.0416,38.95,0.1124,12950,12950
1113,SEQ_C1A3FDDD2545,9620.71,5.11,0.0326,48.99,0.1124,26470,26470
1114,SEQ_3AB94A745EF2,9603.76,4.65,0.2033,48.42,0.1,16960,16960
1115,SEQ_DAEB38D3EA2B,9532.68,4.65,0.1854,48.85,0.1011,16960,16960
1116,SEQ_C8F187AC8C3D,9678.94,5.22,0.1389,44.84,0.1111,15470,15470
1117,SEQ_BAE0174125B3,9678.94,5.22,0.1389,44.84,0.1111,15470,15470
1118,SEQ_0FFAD25AE2C0,9607.86,5.22,0.1202,45.23,0.1124,15470,15470
1119,SEQ_6080BDBE61AD,9628.86,5.16,0.218,42.2,0.1124,15470,15470
1120,SEQ_CFBA80427331,9782.89,4.37,0.0056,43.07,0.1333,23950,23950
1121,SEQ_2FDA7FA2E528,9732.81,4.46,-0.0433,43.35,0.1333,23950,23950
1122,SEQ_C582F238D434,9923.03,5.16,-0.1034,37.36,0.1573,26930,26930
1123,SEQ_C13DA9C40D32,9481.66,5.12,0.0775,59.66,0.0899,11460,11460
1124,SEQ_11AEBA244DF7,9628.83,5.22,0.0989,55.68,0.1124,16960,16960
1125,SEQ_EAEFC9A450F8,10567.66,4.97,-0.2716,42.53,0.1158,15930,15930
1126,SEQ_5DB9D5B06D59,9658.79,4.87,0.0135,34.28,0.1236,14440,14440
1127,SEQ_F1C914784257,9574.64,5.72,-0.1371,42.29,0.0899,11460,11460
1128,SEQ_49719762CC55,10443.46,4.66,-0.4581,42.3,0.1183,19940,19940
1129,SEQ_CB062327B955,9496.61,4.85,0.0299,49.52,0.1379,26470,26470
1130,SEQ_A7DCFDC28978,9583.75,5.22,-0.0908,48.99,0.1379,26470,26470
1131,SEQ_C85372E3FD33,9608.72,4.85,-0.0517,45.1,0.1494,27960,27960
1132,SEQ_0EE2F018124A,9604.75,5.16,0.0092,44.47,0.1379,26470,26470
1133,SEQ_ABFB8BE1998E,9558.66,4.85,-0.0805,50.94,0.1379,26470,26470
1134,SEQ_DD1A57A020FF,9599.75,5.22,-0.0908,49.97,0.1379,26470,26470
1135,SEQ_94B08B5935AE,9744.86,4.46,-0.0315,47.6,0.1461,29450,29450
1136,SEQ_517D0B9395A8,9288.77,8.78,-0.3817,36.76,0.0854,13980,14730
1138,SEQ_5DCF35FC493C,2859.29,5.96,0.1714,47.9,0.0357,5500,5875
1139,SEQ_25152716D6C8,9172.36,5.52,-0.1159,57.02,0.0488,8480,8480
1140,SEQ_54EA7238D445,9154.39,5.88,-0.0988,58.83,0.0366,2980,2980
1141,SEQ_A2977ABDA71C,9184.41,5.52,-0.0549,57.02,0.0488,8480,8480
1142,SEQ_EFB90CF3F8B3,11442.89,4.64,-0.0106,30.75,0.0865,19480,19730
1143,SEQ_16BBFE134FE9,11442.89,4.64,-0.0106,33.33,0.0865,19480,19730
1145,SEQ_2B241F0F280E,11321.61,6.77,-0.1748,24.9,0.0874,16960,17085
1146,SEQ_55C161DFAC5E,11340.61,5.69,-0.1097,23.12,0.0971,16960,17085
1147,SEQ_7A9CF1403054,11385.7,6.92,-0.1029,29.76,0.0971,20970,21095
1148,SEQ_C9E51EB2C987,11401.76,6.92,-0.0806,24.77,0.0971,20970,21095
1149,SEQ_32B5048A0FFE,11503.82,6.76,-0.1738,22.39,0.1068,18450,18575
1150,SEQ_A36D893A69A9,11502.84,8.66,-0.2282,23.44,0.1068,18450,18575
1151,SEQ_549EF87FE22B,11531.88,8.64,-0.2524,25.01,0.1068,18450,18575
1152,SEQ_C134F8DF8B1C,11453.81,6.76,-0.065,23.94,0.1068,22460,22585
