protein_row_id,structure_unique_sequence_id,foldseek_status,foldseek_target,foldseek_evalue,foldseek_bits,foldseek_alntmscore,foldseek_qtmscore,foldseek_ttmscore,foldseek_lddt,foldseek_prob,foldseek_fident,foldseek_alnlen,foldseek_qcov,foldseek_tcov,foldseek_avg_tm,foldseek_confidence
1318,SEQ_F1C9AFAB1037,hit,7y5r-assembly1_A,2.518e-05,166.0,0.7089,0.1087,0.7089,0.5541,1.0,0.142,112.0,0.13,1.0,0.4088,low
1319,SEQ_10DA231968E3,hit,8v57-assembly1_D,1.73e-12,554.0,0.9558,0.7651,0.9396,0.8827,1.0,0.553,112.0,0.794,0.982,0.85235,medium
1320,SEQ_29518A94B59F,hit,8v57-assembly1_D,3.521e-11,489.0,0.9335,0.7435,0.9102,0.862,1.0,0.387,111.0,0.787,0.974,0.82685,medium
1326,SEQ_23E3DC390CF0,hit,1sis-assembly1_A,3.03e-07,294.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,1.0,1.0,high
1328,SEQ_1D442C0A941F,hit,2fqa-assembly1_A,0.00017,205.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,1.0,1.0,high
1329,SEQ_B47F85503547,hit,8fn9-assembly4_H,0.0001381,166.0,0.786,0.09958,0.786,0.5872,1.0,0.097,113.0,0.122,0.99,0.44279,low
1330,SEQ_CA14902C8B97,hit,3b8y-assembly1_A,8.102e-05,162.0,0.6993,0.09059,0.2525,0.584,1.0,0.123,105.0,0.12,0.283,0.171545,low
1334,SEQ_87DE60EA3BB2,hit,6i1m-assembly1_A,0.001342,136.0,0.6281,0.6125,0.6281,0.6267,1.0,0.197,96.0,0.927,0.989,0.6203,medium
1336,SEQ_D7D6CEEFFE79,hit,2xqn-assembly1_M,1.584e-21,1008.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,1.0,1.0,1.0,high
1344,SEQ_B5D9B9CC7A75,hit,7d8a-assembly1_A,1.195e-08,254.0,0.7131,0.7131,0.2507,0.7563,1.0,0.967,62.0,1.0,0.308,0.4819,low
1346,SEQ_6C7A87BAE1CF,hit,3o70-assembly1_A,1.209e-11,446.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,1.0,1.0,1.0,high
1347,SEQ_7C1F46779538,hit,3o70-assembly1_A,1.209e-11,446.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,1.0,1.0,1.0,high
1348,SEQ_81E5C20A0D6D,hit,1pxz-assembly2_B,5.902e-48,2380.0,0.9885,0.915,0.9885,0.9315,1.0,0.797,346.0,0.925,1.0,0.95175,high
1351,SEQ_1D2E1F4B9A7F,hit,8fn9-assembly4_H,0.0002802,156.0,0.7642,0.2346,0.7642,0.5401,1.0,0.157,108.0,0.287,1.0,0.4994,low
1352,SEQ_2F3EFF3BF351,hit,1y7j-assembly1_A,3.355e-07,301.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,1.0,1.0,high
1356,SEQ_962E4B19FA9E,hit,2pyg-assembly1_A,7.917e-69,3444.0,1.0,1.0,1.0,1.0,1.0,1.0,374.0,1.0,1.0,1.0,high
1357,SEQ_6A2DDCC738E7,hit,5lw3-assembly1_A,1.992e-70,3515.0,1.0,1.0,1.0,1.0,1.0,1.0,381.0,1.0,1.0,1.0,high
1359,SEQ_CEA00F4F4F57,hit,1we9-assembly1_A,7.097e-13,498.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,high
1360,SEQ_CBB51FD7EB32,no_hit,,,,,,,,,,,,,,no_hit
1361,SEQ_DECC793CF0C4,hit,8gdx-assembly1_A,2.169e-07,288.0,0.957,0.957,0.3047,0.9378,1.0,0.921,51.0,1.0,0.309,0.63085,medium
1368,SEQ_0FA59BD57324,hit,5yc4-assembly1_A,1.448e-08,327.0,0.9585,0.9412,0.8356,0.9314,1.0,0.846,52.0,0.981,0.867,0.8884,high
1369,SEQ_2022E12B94A5,hit,5xvj-assembly1_B,8.527e-22,882.0,0.9669,0.9598,0.9669,0.9388,1.0,1.0,133.0,0.993,1.0,0.96335,high
1370,SEQ_77A3299892AC,hit,5yc4-assembly1_A,1.702e-08,319.0,0.9574,0.923,0.8195,0.9185,1.0,0.823,51.0,0.962,0.85,0.87125,high
1371,SEQ_51BC83C41807,hit,5yc4-assembly1_A,1.377e-08,324.0,0.9654,0.9128,0.8098,0.9158,1.0,0.84,50.0,0.943,0.833,0.8613,high
1373,SEQ_1C4E7FA417E8,hit,6q61-assembly1_A,3.262e-08,334.0,0.9607,0.6516,0.9607,0.9188,1.0,0.61,59.0,0.67,1.0,0.80615,medium
1374,SEQ_6BF3F468540C,hit,1y62-assembly2_B,1.724e-10,439.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,high
1378,SEQ_B7CD838995C3,hit,1xg2-assembly1_A,4.255e-39,1960.0,0.9935,0.5754,0.9873,0.8862,1.0,0.711,315.0,0.578,0.994,0.78135,medium
1382,SEQ_8E8E5ADC429D,hit,2puy-assembly1_A,7.145e-08,276.0,0.8507,0.8358,0.6996,0.8424,1.0,0.978,47.0,0.979,0.797,0.7677,high
1386,SEQ_E7D6BCBF37AA,hit,6z0o-assembly1_F,3.787e-12,570.0,0.9671,0.9671,0.9671,0.9249,1.0,1.0,90.0,1.0,1.0,0.9671,high
1388,SEQ_F2236B147797,hit,6r8i-assembly1_A,2.567e-12,517.0,0.9207,0.912,0.826,0.8769,1.0,0.54,100.0,0.99,0.884,0.869,high
1390,SEQ_93372058F153,no_hit,,,,,,,,,,,,,,no_hit
1391,SEQ_466A64652CC7,hit,8fn9-assembly4_H,0.0001375,184.0,0.8145,0.2529,0.8145,0.6115,1.0,0.154,110.0,0.306,1.0,0.5337,low
1392,SEQ_52AC10363C78,hit,2yt5-assembly1_A,4.155e-05,191.0,0.8325,0.8325,0.719,0.8125,1.0,0.421,57.0,1.0,0.848,0.77575,high
1393,SEQ_A6561807AACE,hit,5g5o-assembly2_A,0.008721,98.0,0.5135,0.2225,0.3779,0.4376,0.999,0.116,241.0,0.357,0.55,0.3002,low
1394,SEQ_8EE2258695D6,hit,6mxt-assembly1_N,2.917e-18,797.0,0.9502,0.9345,0.912,0.9124,1.0,0.683,117.0,0.983,0.943,0.92325,high
1395,SEQ_F9ABE375DEE2,hit,3gax-assembly1_A,4.2e-11,489.0,0.9295,0.7639,0.9212,0.8777,1.0,0.377,106.0,0.815,0.981,0.84255,high
1396,SEQ_4246D4E501A6,hit,3gax-assembly1_A,1.355e-11,505.0,0.9296,0.7639,0.9213,0.876,1.0,0.377,106.0,0.815,0.981,0.8426,high
1397,SEQ_2450F5691DD8,no_hit,,,,,,,,,,,,,,no_hit
1398,SEQ_12E0928A22FB,hit,1qc6-assembly1_B,1.237e-17,724.0,0.9621,0.2509,0.9621,0.8685,1.0,0.929,113.0,0.268,1.0,0.6065,low
1399,SEQ_7F51106BA1C3,hit,1qc6-assembly1_B,1.677e-17,705.0,0.9623,0.2521,0.9623,0.8601,1.0,0.929,113.0,0.269,1.0,0.6072,low
1405,SEQ_90EA73DB937E,hit,1ddw-assembly1_A,3.776e-21,994.0,1.0,1.0,1.0,1.0,1.0,1.0,111.0,1.0,1.0,1.0,high
1406,SEQ_BC640968D914,hit,1ddw-assembly1_A,3.776e-21,994.0,1.0,1.0,1.0,1.0,1.0,1.0,111.0,1.0,1.0,1.0,high
1407,SEQ_EF2CD2BC99ED,hit,1i2h-assembly1_A,3.961e-26,1151.0,1.0,1.0,1.0,1.0,1.0,1.0,138.0,1.0,1.0,1.0,high
1408,SEQ_68E2356515F0,hit,1i2h-assembly1_A,3.961e-26,1151.0,1.0,1.0,1.0,1.0,1.0,1.0,138.0,1.0,1.0,1.0,high
1409,SEQ_64A292777720,hit,1i2h-assembly1_A,3.961e-26,1151.0,1.0,1.0,1.0,1.0,1.0,1.0,138.0,1.0,1.0,1.0,high
1410,SEQ_88CDB0AFBE85,hit,5zz9-assembly3_C,7.174e-19,806.0,0.9848,0.3144,0.9762,0.9387,1.0,0.937,112.0,0.316,0.991,0.6453,low
1411,SEQ_42A96C49D664,hit,5zz9-assembly3_C,8.294999999999999e-22,987.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,high
1412,SEQ_1A54EFDDFFAE,hit,5zz9-assembly3_C,3.444e-19,818.0,0.9826,0.3141,0.974,0.9353,1.0,0.991,112.0,0.316,0.991,0.64405,low
1414,SEQ_703F40443EBD,hit,7qrz-assembly1_A,1.264e-36,1650.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0,1.0,1.0,1.0,high
1416,SEQ_BD7E3B2992A9,hit,8zoy-assembly1_B,3.004e-16,696.0,0.9235,0.8739,0.9235,0.8529,1.0,0.68,122.0,0.96,1.0,0.8987,high
1417,SEQ_672A86630003,hit,8zoy-assembly1_B,8.925e-17,715.0,0.9293,0.8789,0.9293,0.8753,1.0,0.721,122.0,0.96,1.0,0.9041,high
1418,SEQ_196072EB77EE,hit,8zoy-assembly1_B,9.807e-17,730.0,0.9434,0.8922,0.9434,0.8842,1.0,0.713,122.0,0.96,1.0,0.9178,high
1419,SEQ_CC5D0314E7FF,hit,8zoy-assembly1_B,1.779e-16,709.0,0.9397,0.8887,0.9397,0.8826,1.0,0.713,122.0,0.96,1.0,0.9142,high
1420,SEQ_411031DFC278,hit,8zoy-assembly1_B,8.14e-17,717.0,0.9389,0.8881,0.9389,0.8823,1.0,0.677,121.0,0.96,1.0,0.9135,high
1427,SEQ_0C0E235DF4C8,hit,2jot-assembly1_A,4.273e-11,449.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,1.0,1.0,1.0,high
1428,SEQ_2D364B973A3C,hit,6olz-assembly1_BT,9.193,27.0,0.4966,0.3284,0.1126,0.6294,0.069,0.294,17.0,0.386,0.119,0.2205,low
1430,SEQ_50F4623C75B7,hit,1i7a-assembly4_D,9.134e-06,242.0,0.7748,0.6701,0.7677,0.7261,1.0,0.215,102.0,0.857,0.874,0.7189,medium
1432,SEQ_515CBD612312,hit,8fn9-assembly4_H,1.696e-05,194.0,0.7881,0.1505,0.7881,0.5887,1.0,0.104,105.0,0.174,0.97,0.4693,low
1435,SEQ_F8E77CA42B68,hit,3zvz-assembly1_B,0.0006552,127.0,0.6778,0.6778,0.658,0.6891,1.0,0.377,53.0,0.962,0.909,0.6679,medium
1436,SEQ_D5BF7D196ED8,hit,8da5-assembly1_A,1.387e-06,278.0,0.9011,0.7314,0.9011,0.8729,1.0,0.83,59.0,0.797,1.0,0.81625,medium
1437,SEQ_D577BE84F56B,hit,8da5-assembly1_A,2.272e-06,272.0,0.8907,0.7214,0.8907,0.874,1.0,0.813,59.0,0.797,1.0,0.80605,medium
1438,SEQ_1EEB8ABDB6FD,hit,8da6-assembly2_D,4.25e-06,273.0,0.957,0.7319,0.957,0.8841,1.0,0.803,56.0,0.757,1.0,0.84445,medium
1439,SEQ_706607919331,hit,8daa-assembly2_D,6.106e-06,250.0,0.8902,0.7035,0.8902,0.8567,1.0,0.775,58.0,0.784,1.0,0.79685,medium
1440,SEQ_678BEA5496DE,hit,3mzw-assembly1_B,1.466e-05,253.0,0.9656,0.6986,0.9656,0.8678,1.0,0.792,53.0,0.716,1.0,0.8321,medium
1441,SEQ_201DE532D675,hit,8daa-assembly2_D,3.794e-06,261.0,0.8956,0.7101,0.8956,0.8568,1.0,0.775,58.0,0.784,1.0,0.80285,medium
1442,SEQ_B994B76110EF,hit,6gfi-assembly2_C,5.541e-06,241.0,0.9113,0.5698,0.8804,0.8669,1.0,0.462,54.0,0.591,0.964,0.7251,medium
1443,SEQ_71DC455C264F,hit,6gfi-assembly2_C,7.308e-06,235.0,0.9122,0.5705,0.8812,0.8728,1.0,0.462,54.0,0.591,0.964,0.72585,medium
1444,SEQ_DFFC639F6BCE,hit,6gfi-assembly2_C,2.685e-06,256.0,0.9204,0.5736,0.8888,0.8855,1.0,0.481,54.0,0.591,0.964,0.7312,medium
1445,SEQ_AE6FFB435AE5,hit,6gfi-assembly2_C,2.14e-06,254.0,0.9153,0.5716,0.8841,0.8743,1.0,0.481,54.0,0.591,0.964,0.72785,medium
1446,SEQ_1FB7C2FC760B,hit,6gfi-assembly2_C,3.653e-06,247.0,0.9161,0.5719,0.8849,0.8733,1.0,0.462,54.0,0.591,0.964,0.7284,medium
1447,SEQ_2C7461B10B7B,hit,6gfi-assembly2_C,1.083e-05,235.0,0.9001,0.5646,0.8698,0.8648,1.0,0.462,54.0,0.591,0.964,0.7172,medium
1448,SEQ_7B7E1E58B9CC,hit,5c67-assembly2_C,1.664e-05,232.0,0.9086,0.5577,0.9086,0.8759,1.0,0.471,53.0,0.58,1.0,0.73315,medium
1449,SEQ_53980FB4859F,hit,6gfi-assembly2_C,3.042e-06,252.0,0.915,0.5714,0.8838,0.875,1.0,0.481,54.0,0.591,0.964,0.7276,medium
1450,SEQ_BF36D9289469,hit,6gfi-assembly2_C,5.692e-06,240.0,0.9129,0.5706,0.8819,0.879,1.0,0.481,54.0,0.591,0.964,0.72625,medium
1451,SEQ_139E26E53335,hit,6gfi-assembly2_C,2.832e-06,243.0,0.9057,0.5658,0.8748,0.8433,1.0,0.481,54.0,0.591,0.964,0.7203,medium
1452,SEQ_9A172650CDA6,hit,5c67-assembly2_C,1.374e-05,235.0,0.9093,0.5578,0.9093,0.8759,1.0,0.49,53.0,0.58,1.0,0.73355,medium
1453,SEQ_1A573BAF3F17,hit,6gfi-assembly2_C,1.314e-06,265.0,0.9238,0.5748,0.892,0.8921,1.0,0.518,54.0,0.591,0.964,0.7334,medium
1454,SEQ_238AFF69B27B,hit,6gfi-assembly2_C,3.469e-06,249.0,0.9004,0.5648,0.8701,0.8644,1.0,0.5,54.0,0.591,0.964,0.71745,medium
1455,SEQ_D5D11AFAF89D,hit,6gfi-assembly2_C,1.047e-06,265.0,0.9114,0.5902,0.9114,0.8876,1.0,0.482,56.0,0.614,1.0,0.7508,medium
1456,SEQ_A7FC2AA14A3A,hit,6gfi-assembly2_C,8.901e-06,236.0,0.899,0.5643,0.8687,0.8588,1.0,0.5,54.0,0.591,0.964,0.7165,medium
1457,SEQ_EB3A760EC2A0,hit,6gfi-assembly2_C,9.055e-06,238.0,0.9002,0.5648,0.8699,0.8643,1.0,0.481,54.0,0.591,0.964,0.71735,medium
1458,SEQ_13A55AC135FC,hit,6gfi-assembly2_C,3.245e-06,249.0,0.9107,0.5698,0.8799,0.8704,1.0,0.5,54.0,0.591,0.964,0.72485,medium
1459,SEQ_AC6ABF3CD83B,hit,5c67-assembly2_C,7.002e-06,245.0,0.909,0.5578,0.909,0.8758,1.0,0.49,53.0,0.58,1.0,0.7334,medium
1460,SEQ_9E63104CD44D,hit,6u04-assembly1_A,5.648e-10,360.0,1.0,1.0,0.2917,1.0,1.0,1.0,49.0,1.0,0.292,0.64585,medium
1463,SEQ_EDB521E5541B,hit,1wil-assembly1_A,1.483e-07,164.0,0.5244,0.5244,0.4125,0.5465,1.0,0.951,62.0,1.0,0.697,0.46845,low
1465,SEQ_A628F0B22C26,hit,1bl4-assembly1_B,2.973e-21,959.0,0.9986,0.9986,0.9986,1.0,1.0,1.0,107.0,1.0,1.0,0.9986,high
1466,SEQ_9F40B0159C8F,hit,4lxo-assembly2_B,1.599e-18,531.0,0.4755,0.4021,0.4755,0.7054,1.0,0.46,215.0,0.977,0.989,0.4388,low
1467,SEQ_B7F94CED7BCC,hit,4lxo-assembly2_B,4.235e-18,544.0,0.4762,0.4024,0.4762,0.7515,1.0,0.471,214.0,0.977,0.989,0.4393,low
1468,SEQ_A9C1B0F3BB21,hit,4lxo-assembly2_B,5.454e-18,526.0,0.4756,0.402,0.4756,0.7159,1.0,0.462,214.0,0.977,0.989,0.4388,low
1469,SEQ_23D0525D885F,hit,4lxo-assembly2_B,4.782e-18,525.0,0.474,0.4009,0.474,0.7039,1.0,0.462,214.0,0.977,0.989,0.43745,low
1470,SEQ_ADEDA433A91B,hit,2ck2-assembly1_B,2.154e-12,568.0,0.9498,0.9498,0.9308,0.8904,1.0,0.84,94.0,1.0,0.979,0.9403,high
1471,SEQ_787D5EA832FE,hit,6xay-assembly2_B,5.253e-13,640.0,0.9908,0.9908,0.3592,0.9769,1.0,1.0,97.0,1.0,0.361,0.675,medium
1473,SEQ_CF0E1C787960,hit,9cqi-assembly1_B,2.317e-11,474.0,0.8144,0.7859,0.8144,0.8463,1.0,0.71,107.0,0.936,0.943,0.80015,high
1474,SEQ_91CE85878CB8,hit,9cqi-assembly1_B,1.698e-11,479.0,0.8143,0.7859,0.8143,0.8457,1.0,0.71,107.0,0.936,0.943,0.8001,high
1475,SEQ_9BB1E16AB290,hit,9cqi-assembly1_B,2.331e-11,477.0,0.8135,0.7851,0.8135,0.8454,1.0,0.71,107.0,0.936,0.943,0.7993,high
1476,SEQ_19EAD4DE7D93,hit,5oc7-assembly1_C,5.865e-11,487.0,0.9195,0.7731,0.9195,0.8428,1.0,0.66,103.0,0.936,1.0,0.8463,high
1477,SEQ_2BD1179196CC,hit,9cqi-assembly1_B,2.994e-11,472.0,0.8155,0.787,0.8155,0.8446,1.0,0.7,107.0,0.936,0.943,0.80125,high
1478,SEQ_05866AB697B0,hit,3qwq-assembly1_B,6.952e-16,709.0,0.9278,0.8633,0.9278,0.9014,1.0,0.99,100.0,0.926,1.0,0.89555,high
1479,SEQ_D138F1AF76AE,hit,3qwq-assembly1_B,7.832e-16,705.0,0.9298,0.8635,0.9298,0.9025,1.0,0.99,100.0,0.926,1.0,0.89665,high
1480,SEQ_BF441FA45EBD,hit,3qwq-assembly1_B,3.434e-18,878.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,high
1481,SEQ_FB98D4E206E4,hit,3qwq-assembly1_B,3.434e-18,878.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,high
1482,SEQ_C13C2321512D,hit,3qwr-assembly1_A,1.408e-61,2773.0,1.0,1.0,1.0,1.0,1.0,1.0,295.0,1.0,1.0,1.0,high
1483,SEQ_E80F7518DD9C,hit,9cqj-assembly2_E,7.717e-12,507.0,0.9105,0.8428,0.9014,0.8216,1.0,0.765,94.0,0.922,0.989,0.8721,high
1484,SEQ_88696239DF0C,hit,9cqj-assembly2_E,3.078e-12,556.0,0.9348,0.8898,0.9348,0.8843,1.0,0.726,95.0,0.95,1.0,0.9123,high
1485,SEQ_561F80B73B99,hit,9cqj-assembly2_E,3.238e-12,533.0,0.9243,0.8485,0.915,0.8514,1.0,0.776,94.0,0.913,0.989,0.88175,high
1486,SEQ_A17C31AA859F,hit,9cqj-assembly2_E,1.144e-12,561.0,0.9339,0.8556,0.9245,0.8619,1.0,0.755,94.0,0.913,0.989,0.89005,high
1487,SEQ_F401A74AFE87,hit,9cqj-assembly2_E,1.768e-12,546.0,0.9257,0.8565,0.9165,0.8584,1.0,0.755,94.0,0.922,0.989,0.8865,high
1488,SEQ_93795BE8AE25,hit,9cqj-assembly2_E,9.09e-12,528.0,0.9276,0.8833,0.9276,0.8621,1.0,0.726,95.0,0.95,1.0,0.90545,high
1489,SEQ_8042E464D36D,hit,3qwq-assembly1_B,8.12e-15,667.0,0.9167,0.8751,0.9167,0.9002,1.0,0.9,100.0,0.952,1.0,0.8959,high
1490,SEQ_13A69BB1420F,hit,3qwq-assembly1_B,9.942e-13,568.0,0.913,0.8479,0.913,0.879,1.0,0.78,100.0,0.926,1.0,0.88045,high
1491,SEQ_D55AF3EC700B,hit,3qwq-assembly1_B,1.321e-12,562.0,0.9078,0.8432,0.9078,0.8727,1.0,0.79,100.0,0.926,1.0,0.8755,high
1492,SEQ_62B8BC614870,hit,9cqi-assembly1_B,1.882e-13,563.0,0.8671,0.8508,0.8199,0.8476,1.0,0.78,100.0,0.941,0.943,0.83535,high
1494,SEQ_0D2527621323,hit,1xg2-assembly1_A,5.529999999999999e-22,936.0,0.8783,0.7501,0.8513,0.7939,1.0,0.286,307.0,0.801,0.946,0.8007,medium
1495,SEQ_F0701F37345D,no_hit,,,,,,,,,,,,,,no_hit
1498,SEQ_A9469B71C58C,hit,1ib4-assembly2_B,4.4179999999999996e-54,2635.0,0.9991,0.9991,0.9991,0.9976,1.0,1.0,339.0,1.0,1.0,0.9991,high
1499,SEQ_16E1FEA62706,hit,1czf-assembly1_A,1.7010000000000001e-57,2961.0,1.0,1.0,1.0,1.0,1.0,1.0,335.0,1.0,1.0,1.0,high
1500,SEQ_2653C5151788,no_hit,,,,,,,,,,,,,,no_hit
1501,SEQ_D755A57005FF,hit,4bqd-assembly2_B,4.792e-09,384.0,0.9724,0.9724,0.8705,0.9532,1.0,0.844,58.0,1.0,0.892,0.92145,high
1502,SEQ_604744FE9002,hit,4bqd-assembly2_B,1.969e-09,398.0,0.9766,0.9766,0.8738,0.9615,1.0,0.913,58.0,1.0,0.892,0.9252,high
1503,SEQ_93A6448A74AB,hit,4bqd-assembly2_B,2.585e-09,391.0,0.9749,0.9749,0.8724,0.9578,1.0,0.896,58.0,1.0,0.892,0.92365,high
1504,SEQ_86511221DA91,hit,4bqd-assembly2_B,5.435e-09,376.0,0.9721,0.9721,0.8701,0.9518,1.0,0.844,58.0,1.0,0.892,0.9211,high
1505,SEQ_FA26EB5E0EAD,hit,4bqd-assembly2_B,3.965e-09,380.0,0.9723,0.9723,0.8702,0.952,1.0,0.879,58.0,1.0,0.892,0.92125,high
1506,SEQ_ECC12A1C943D,hit,4bqd-assembly2_B,1.323e-08,343.0,0.9503,0.9503,0.8525,0.9204,1.0,0.844,58.0,1.0,0.892,0.9014,high
1507,SEQ_F2D38D5404B7,hit,4bqd-assembly2_B,4.844e-09,360.0,0.9481,0.9481,0.8634,0.9237,1.0,0.864,59.0,1.0,0.892,0.90575,high
1508,SEQ_584E551EE0FE,hit,4bqd-assembly2_B,2.587e-09,389.0,0.9724,0.9724,0.8704,0.9528,1.0,0.896,58.0,1.0,0.892,0.9214,high
1510,SEQ_1C2BC1642920,hit,4bqd-assembly2_B,1.929e-09,398.0,0.9737,0.9737,0.8714,0.9605,1.0,0.896,58.0,1.0,0.892,0.92255,high
1511,SEQ_A20CFA00CAE2,hit,4bqd-assembly2_B,2.069e-09,391.0,0.9748,0.9748,0.8724,0.959,1.0,0.879,58.0,1.0,0.892,0.9236,high
1512,SEQ_08CB8CF9E0D9,hit,4bqd-assembly2_B,1.412e-09,404.0,0.977,0.977,0.8742,0.9646,1.0,0.913,58.0,1.0,0.892,0.9256,high
1513,SEQ_BA64E72C05B5,hit,4bqd-assembly2_B,1.986e-09,390.0,0.9736,0.9736,0.8714,0.958,1.0,0.879,58.0,1.0,0.892,0.9225,high
1518,SEQ_BE788DA549BA,hit,4bqd-assembly2_B,5.133e-09,380.0,0.9778,0.9778,0.8747,0.9602,1.0,0.827,58.0,1.0,0.892,0.92625,high
1519,SEQ_C3B618784F29,hit,4bqd-assembly2_B,2.054e-09,399.0,0.9774,0.9774,0.8744,0.9653,1.0,0.879,58.0,1.0,0.892,0.9259,high
1524,SEQ_4DB73D3ACAFE,hit,4bqd-assembly2_B,2.384e-09,392.0,0.974,0.974,0.8717,0.9654,1.0,0.879,58.0,1.0,0.892,0.92285,high
1526,SEQ_FF604255333F,hit,6p9p-assembly1_A,6.507e-38,1795.0,0.9964,0.9964,0.9926,0.9881,1.0,1.0,262.0,1.0,0.996,0.9945,high
1527,SEQ_6C8480F862CD,hit,2jp2-assembly1_A,7.321e-17,588.0,0.864,0.2768,0.8392,0.7098,1.0,0.844,122.0,0.295,0.968,0.558,low
1529,SEQ_AA983B41635B,hit,2kq8-assembly1_A,8.623e-14,544.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,1.0,1.0,1.0,high
1531,SEQ_5C0EE09DBC93,hit,1xg2-assembly1_A,1.253e-29,1493.0,0.965,0.5177,0.965,0.8498,1.0,0.413,319.0,0.531,0.994,0.74135,medium
1533,SEQ_00F0474709A8,hit,3ofw-assembly1_A,2.968e-07,292.0,0.9589,0.6091,0.9425,0.8744,1.0,0.563,55.0,0.625,0.982,0.7758,medium
1534,SEQ_8E813C58140C,hit,3kse-assembly3_F,1.117e-13,606.0,0.9633,0.9633,0.9537,0.9418,1.0,0.989,98.0,1.0,1.0,0.9585,high
1535,SEQ_4B36E9C96507,hit,3kse-assembly3_F,8.625e-13,472.0,0.8886,0.8886,0.8886,0.7768,1.0,1.0,98.0,1.0,1.0,0.8886,medium
1536,SEQ_F41E34A29807,hit,3kse-assembly3_F,1.826e-11,515.0,0.9466,0.9466,0.9466,0.915,1.0,0.734,98.0,1.0,1.0,0.9466,high
1537,SEQ_A5E794801678,hit,1stf-assembly1_I,1.267e-10,488.0,0.956,0.956,0.9465,0.9208,1.0,0.551,98.0,1.0,1.0,0.95125,high
1538,SEQ_C853C6642382,hit,6qb2-assembly1_A,9.982e-11,450.0,0.8769,0.746,0.8769,0.838,1.0,0.761,109.0,0.973,0.979,0.81145,high
1539,SEQ_E69A61328AA2,hit,6qb2-assembly1_A,1.292e-10,435.0,0.8611,0.7327,0.8611,0.8132,1.0,0.743,109.0,0.973,0.979,0.7969,high
1540,SEQ_F3D6CC7DD12A,hit,3kse-assembly3_F,1.032e-11,513.0,0.9438,0.9438,0.9067,0.8947,1.0,0.887,98.0,1.0,1.0,0.92525,high
1541,SEQ_A02530FED789,hit,3kse-assembly3_F,6.405e-13,572.0,0.9421,0.9421,0.9421,0.9195,1.0,0.918,98.0,1.0,1.0,0.9421,high
1542,SEQ_82EB0CDA83CC,hit,4it7-assembly4_D,4.636e-09,362.0,0.8475,0.6504,0.8475,0.7164,1.0,0.371,113.0,0.783,0.991,0.74895,medium
1543,SEQ_1E48DDDCED21,hit,4it7-assembly4_D,2.135e-09,404.0,0.9005,0.7303,0.9005,0.7937,1.0,0.363,110.0,0.821,1.0,0.8154,medium
1544,SEQ_9C88527D085D,hit,7d72-assembly1_F,1.886e-16,686.0,0.9871,0.9871,0.3206,0.958,1.0,0.974,116.0,1.0,0.322,0.65385,medium
1546,SEQ_F60A0AFAFF73,hit,7d72-assembly1_F,1.206e-16,695.0,0.989,0.989,0.3208,0.9629,1.0,0.784,116.0,1.0,0.322,0.6549,medium
1548,SEQ_F96A8FD465F7,hit,1koz-assembly1_A,4.358e-08,317.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,1.0,1.0,high
1549,SEQ_DE22EE1DF858,hit,2jtb-assembly1_A,1.095e-06,277.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,high
1550,SEQ_76E48B791C6B,hit,1niy-assembly1_A,9.125e-08,291.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,1.0,1.0,high
1551,SEQ_DDDE3DDA77F6,hit,1niy-assembly1_A,9.125e-08,291.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,1.0,1.0,high
1552,SEQ_84AE353C02A8,hit,1nix-assembly1_A,1.085e-06,273.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,high
1553,SEQ_776C10E539BC,hit,1nix-assembly1_A,1.085e-06,273.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,high
1555,SEQ_DFB3AB636683,hit,2jtb-assembly1_A,1.095e-06,277.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,high
1562,SEQ_5D26157116E7,hit,2jtb-assembly1_A,1.095e-06,277.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,high
1563,SEQ_234EE1C0EE92,hit,1niy-assembly1_A,9.125e-08,291.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,1.0,1.0,high
