protein_row_id,structure_unique_sequence_id,PLMSearch_query_original,PLMSearch_query_normalized,PLMSearch_hit_count,PLMSearch_top1_target,PLMSearch_top1_score,PLMSearch_top1_confidence_level,PLMSearch_top2_target,PLMSearch_top3_target,PLMSearch_top4_target,PLMSearch_top5_target,PLMSearch_top6_target,PLMSearch_top7_target,PLMSearch_top8_target,PLMSearch_top9_target,PLMSearch_top10_target,PLMSearch_top11_target,PLMSearch_top12_target,PLMSearch_top13_target,PLMSearch_top14_target,PLMSearch_top15_target,PLMSearch_top16_target,PLMSearch_top17_target,PLMSearch_top18_target,PLMSearch_top19_target,PLMSearch_top20_target
2340,SEQ_E0FE6C275712,R0939_kunitz_SEQ_E0FE6C275712|kunitz|human alpha 3 type VI collagen,R0939_kunitz_SEQ_E0FE6C275712|kunitz|human_alpha_3_type_VI_collagen,20,P26228,0.9965999722480774,high,Q9TWF8,P0DMJ2,Q9TWG0,P86862,P10280,P20229,P81547,P0DMJ3,P81548,Q9TWF9,P0DMJ4,P81902,P00994,P81906,P00984,Q7LZE3,P19859,P25660,A0A1Z0YU59
2346,SEQ_336F8F190F33,R0940_kunitz_SEQ_336F8F190F33|kunitz|Trypstatin,R0940_kunitz_SEQ_336F8F190F33|kunitz|Trypstatin,20,P62756,0.9958999752998352,high,P62757,P86862,Q9TWF8,P0DMJ3,Q9TWG0,P81548,Q9TWF9,P0DMJ4,P20229,P81547,P0DMJ2,P10280,P81902,P26228,P81906,P25660,P00984,Q7LZE3,P00994
2348,SEQ_E416D789DD17,R0941_kunitz_SEQ_E416D789DD17|kunitz|zkun5,R0941_kunitz_SEQ_E416D789DD17|kunitz|zkun5,20,P11424,0.995199978351593,high,P0DMJ3,P81548,Q9TWF8,Q9TWG0,P0DMJ2,P81547,P0DMJ4,Q9TWF9,P20229,P26228,P86862,P10280,P81162,P19859,P81902,P25660,P00994,P00984,Q7LZE3
2349,SEQ_C7026D25EBC9,R0942_kunitz_SEQ_C7026D25EBC9|kunitz|zkun5,R0942_kunitz_SEQ_C7026D25EBC9|kunitz|zkun5,20,P11424,0.9952999949455261,high,P0DMJ3,P81548,Q9TWF8,Q9TWG0,P0DMJ2,P81547,Q9TWF9,P20229,P0DMJ4,P26228,P10280,P86862,P81162,P19859,P81902,P25660,P00994,P00984,Q7LZE3
2351,SEQ_D7BE338F5190,R0943_knottin_SEQ_D7BE338F5190|knottin|aSR1,R0943_knottin_SEQ_D7BE338F5190|knottin|aSR1,20,C0HLV4,0.685757157768812,medium,C0HLV3,C0HLV5,C0HLN3,P83790,A0A1S6EK92,A0A1S6EK91,P10969,P85966,P10968,P29032,P02876,P15312,Q9AYP9,Q0JF21,Q01MB6,E1UYU0,E1UYT9,P02877,Q9S8M0
2353,SEQ_D7E2182DEF3A,R0944_knottin_SEQ_D7E2182DEF3A|knottin|MeKTx13-3,R0944_knottin_SEQ_D7E2182DEF3A|knottin|MeKTx13-3,20,P85529,0.9962999820709229,high,P45630,P0DL45,P83112,P0C173,P0DL46,P60208,P84864,P55928,P84971,P0DUJ3,P60233,P0C182,P0C166,P81456,P81457,P86519,P84970,C0HJW2,P55927
2355,SEQ_95114C4FEE02,R0945_obody_SEQ_95114C4FEE02|obody|Sac7d,R0945_obody_SEQ_95114C4FEE02|obody|Sac7d,20,A5I174,0.48388191592056273,low,A7FTB7,A7GCS6,A7Z2J3,A7GBI7,A4IPX4,A7GL73,Q5KY22,C5D9J0,Q63G33,A5HZY2,A7FS46,Q81V87,Q9KAC4,A7GNL0,Q6HNK1,Q73DN1,A3DEN2,Q81I11,Q8EQQ9
2356,SEQ_40A6A53B7014,R0946_obody_SEQ_40A6A53B7014|obody|Sac7d,R0946_obody_SEQ_40A6A53B7014|obody|Sac7d,20,A5I174,0.46324476824507244,low,A7FTB7,A7GCS6,A7GBI7,O32097,A7Z2J3,Q9KAC4,C5D9J0,A3DEN2,A5HZY2,A7FS46,Q8EQQ9,A4IPX4,A7GNL0,A7GL73,Q5WFY7,Q5KY22,A8FDJ0,A7Z501,A0RH87
2357,SEQ_36FCF8B9D0BC,R0947_obody_SEQ_36FCF8B9D0BC|obody|Sac7d,R0947_obody_SEQ_36FCF8B9D0BC|obody|Sac7d,20,A5I174,0.45808497201242915,low,A7FTB7,A7GCS6,O32097,A7GBI7,A7Z2J3,Q9KAC4,C5D9J0,A5HZY2,A7FS46,A6M0F0,Q187T2,A4IPX4,B2A3Y0,Q8EQQ9,A6ZYX7,Q06406,A7GL73,Q5WFY7,Q5KY22
2365,SEQ_9DFF8EE39F13,R0948_kunitz_SEQ_9DFF8EE39F13|kunitz|APPI,R0948_kunitz_SEQ_9DFF8EE39F13|kunitz|APPI,20,Q9TWF8,0.9954000115394592,high,P29216,Q9TWG0,P0DMJ3,Q9TWF9,P0DMJ2,P10280,P81548,P81547,P0DMJ4,P86862,P26228,P81902,P20229,P00994,P00984,Q7LZE3,P81906,D2Y490,D2Y491
2366,SEQ_B70D0050A195,R0949_kunitz_SEQ_B70D0050A195|kunitz|APPI,R0949_kunitz_SEQ_B70D0050A195|kunitz|APPI,20,D2Y489,0.9959999918937683,high,D2Y491,D2Y490,P81162,Q9TWG0,P0DMJ3,Q9TWF8,P0DMJ2,P81548,Q9TWF9,P81547,P0DMJ4,P81902,P10280,P26228,P00994,P20229,P86862,P00984,Q7LZE3
2367,SEQ_90F4FC547D86,R0950_kunitz_SEQ_90F4FC547D86|kunitz|APPI,R0950_kunitz_SEQ_90F4FC547D86|kunitz|APPI,20,D2Y489,0.9962999820709229,high,D2Y490,D2Y491,P26228,P81162,P0DMJ2,P81902,Q9TWF8,Q9TWG0,P0DMJ3,P81548,Q9TWF9,P81547,P0DMJ4,P10280,P20229,P86862,P00994,P00984,Q7LZE3
2368,SEQ_54569C53567D,R0951_kunitz_SEQ_54569C53567D|kunitz|Kunitz domain,R0951_kunitz_SEQ_54569C53567D|kunitz|Kunitz_domain,20,P26228,0.9955000281333923,high,P29216,P81162,D2Y489,D2Y491,Q9TWF8,Q9TWG0,P0DMJ3,P81548,Q9TWF9,P0DMJ2,P10280,P81547,P86862,P0DMJ4,P81902,P20229,P00994,P81906,P00984
2369,SEQ_A44C0A9A7B84,R0952_kunitz_SEQ_A44C0A9A7B84|kunitz|,R0952_kunitz_SEQ_A44C0A9A7B84|kunitz|,20,P29216,0.9957000017166138,high,P81162,P26228,D2Y489,Q9TWF8,D2Y490,D2Y491,P81902,Q9TWG0,P0DMJ3,P0DMJ2,Q9TWF9,P81548,P81547,P10280,P0DMJ4,P86862,P20229,P00994,P00984
2370,SEQ_79331A030E1A,R0953_kunitz_SEQ_79331A030E1A|kunitz|APPI,R0953_kunitz_SEQ_79331A030E1A|kunitz|APPI,20,P81162,0.9958999752998352,high,P26228,D2Y489,P29216,Q9TWF8,D2Y490,D2Y491,P0DMJ2,P81902,Q9TWG0,P86862,P0DMJ3,Q9TWF9,P81548,P81547,P10280,P0DMJ4,P20229,P00994,P00984
2371,SEQ_D1FAD35F06CC,R0954_kunitz_SEQ_D1FAD35F06CC|kunitz|APP-I,R0954_kunitz_SEQ_D1FAD35F06CC|kunitz|APP-I,20,P81902,0.9958999752998352,high,P29216,P26228,Q9TWF8,P81162,P0DMJ2,Q9TWG0,P0DMJ3,Q9TWF9,P81548,P81547,P0DMJ4,P10280,P86862,P20229,P00994,P00984,Q7LZE3,P81906,P25660
2372,SEQ_07029C614CC0,R0955_kunitz_SEQ_07029C614CC0|kunitz|KPI,R0955_kunitz_SEQ_07029C614CC0|kunitz|KPI,20,P81902,0.9957000017166138,high,P26228,Q9TWF8,P29216,Q9TWG0,P0DMJ3,P0DMJ2,P81547,Q9TWF9,P81548,P0DMJ4,P10280,P20229,P00994,P86862,P81906,P00984,Q7LZE3,D2Y489,D2Y490
2373,SEQ_31173C9AEF13,R0956_kunitz_SEQ_31173C9AEF13|kunitz|Alzheimer's amyloid beta-protein precursor inhibitor (APPI),R0956_kunitz_SEQ_31173C9AEF13|kunitz|Alzheimer_s_amyloid_beta-protein_precursor_inhibitor_APPI,20,P29216,0.9954000115394592,high,Q9TWF8,Q9TWG0,P0DMJ3,Q9TWF9,P0DMJ2,P81548,P10280,P81547,P0DMJ4,P86862,P81902,P26228,P20229,P00994,P00984,Q7LZE3,P81906,P81162,P25660
2374,SEQ_C79DACDFF3B2,R0957_knottin_SEQ_C79DACDFF3B2|knottin|MeKTx1-2,R0957_knottin_SEQ_C79DACDFF3B2|knottin|MeKTx1-2,20,P83406,0.9968000054359436,high,P84744,P86398,P55928,P60233,P0C166,P84864,P60208,P0DL45,P0DL46,P0C173,C0HJW2,P45630,P0DUJ3,P83112,P0C182,P84971,P0C185,P60209,P85529
2443,SEQ_FABD33B710BB,R0958_adnectin_SEQ_FABD33B710BB|adnectin|10Fn3,R0958_adnectin_SEQ_FABD33B710BB|adnectin|10Fn3,20,P22081,0.6711730676276204,medium,Q16473,Q14213,Q91289,Q80XF5,Q7TNI4,O35228,Q969J5,Q9UMZ3,O88488,P0C5E4,P23468,Q64487,Q13332,Q28902,P39804,B0V2N1,Q64605,A2A8L5,P83907
2445,SEQ_0A7C997FCCFF,R0959_adnectin_SEQ_0A7C997FCCFF|adnectin|Fibronectin type III domain,R0959_adnectin_SEQ_0A7C997FCCFF|adnectin|Fibronectin_type_III_domain,20,P22081,0.658218267344246,medium,Q16473,Q14213,Q7TNI4,Q91289,Q80XF5,Q9UMZ3,O35228,Q969J5,O88488,P0C5E4,P23468,Q28902,Q64487,P39804,Q13332,A2A8L5,B0V2N1,P83907,Q64604
2446,SEQ_22FBCC51B7C6,R0960_adnectin_SEQ_22FBCC51B7C6|adnectin|Fibronectin type III domain,R0960_adnectin_SEQ_22FBCC51B7C6|adnectin|Fibronectin_type_III_domain,20,P22081,0.6593339262386131,medium,Q16473,Q14213,Q7TNI4,Q80XF5,Q9UMZ3,Q969J5,O35228,Q91289,O88488,P0C5E4,P23468,Q64487,P83907,P39804,Q28902,Q13332,B0V2N1,A2A8L5,Q64605
2449,SEQ_4EF06E0B7685,R0961_adnectin_SEQ_4EF06E0B7685|adnectin|WT-FN3,R0961_adnectin_SEQ_4EF06E0B7685|adnectin|WT-FN3,20,P22081,0.6719831856446739,medium,Q16473,Q91289,Q14213,P23468,O35228,Q64487,Q9UMZ3,Q13332,B0V2N1,Q7TNI4,Q64605,Q80XF5,A2A8L5,Q28902,Q64604,A4IFW2,O88488,P0C5E4,P10586
2450,SEQ_6ABFDBC7FAFC,R0962_adnectin_SEQ_6ABFDBC7FAFC|adnectin|10FN3,R0962_adnectin_SEQ_6ABFDBC7FAFC|adnectin|10FN3,20,P22081,0.6769981405254555,medium,Q16473,Q91289,Q14213,P23468,O35228,Q9UMZ3,Q64487,Q13332,Q7TNI4,B0V2N1,Q80XF5,Q64605,A2A8L5,Q64604,Q28902,O88488,P0C5E4,A4IFW2,P10586
2452,SEQ_22C968113954,R0963_obody_SEQ_22C968113954|obody|OBody AM3L09,R0963_obody_SEQ_22C968113954|obody|OBody_AM3L09,20,Q9LMK5,0.6951344520736313,medium,Q5ZM20,Q87L73,Q9KUZ1,Q7MH89,Q8DCL5,P0C5Y7,Q6NLG7,A9JTY4,B8CIQ2,A8FR96,Q86WV5,Q6LM42,A8H8L1,P47616,B0TUU8,P60471,Q72UU3,Q8F052,Q9LXK1
2473,SEQ_79C4A29F2014,R0964_adnectin_SEQ_79C4A29F2014|adnectin|hFN3,R0964_adnectin_SEQ_79C4A29F2014|adnectin|hFN3,20,P22081,0.6427487889444343,medium,Q16473,P83907,Q14213,Q91289,Q969J5,Q7TNI4,Q80XF5,O35228,Q9UMZ3,B6HQN4,P01819,P39804,P01825,P20956,P20957,P01693,P01829,O88488,P23468
2474,SEQ_E9E9BB383F0C,R0965_adnectin_SEQ_E9E9BB383F0C|adnectin|hFN3,R0965_adnectin_SEQ_E9E9BB383F0C|adnectin|hFN3,20,P22081,0.6402252594750024,medium,Q16473,P83907,Q14213,Q969J5,Q7TNI4,Q80XF5,Q91289,O35228,Q9UMZ3,B6HQN4,P01819,P01825,P39804,P20956,P20957,P01829,P01693,O88488,P23468
2475,SEQ_BD8E55C259EF,R0966_adnectin_SEQ_BD8E55C259EF|adnectin|10Fn3,R0966_adnectin_SEQ_BD8E55C259EF|adnectin|10Fn3,20,P22081,0.6623005944098566,medium,Q16473,Q91289,Q80XF5,Q7TNI4,Q14213,Q9UMZ3,Q969J5,P23468,Q64487,O35228,Q28902,P83907,O88488,P0C5E4,A2A8L5,A4IFW2,Q13332,Q64604,B0V2N1
2488,SEQ_B65937BF33C8,R0967_adnectin_SEQ_B65937BF33C8|adnectin|hFN3,R0967_adnectin_SEQ_B65937BF33C8|adnectin|hFN3,20,P22081,0.6588378924745371,medium,Q16473,Q91289,Q14213,P83907,Q969J5,Q80XF5,Q7TNI4,Q9UMZ3,O35228,P23468,O88488,P0C5E4,Q64487,B6HQN4,A2A8L5,A4IFW2,Q28902,P39804,P20956
2506,SEQ_FDA6F59F6984,R0968_adnectin_SEQ_FDA6F59F6984|adnectin|10Fn3,R0968_adnectin_SEQ_FDA6F59F6984|adnectin|10Fn3,20,P22081,0.6673104177566529,medium,Q16473,Q91289,Q14213,Q80XF5,Q9UMZ3,Q969J5,Q7TNI4,P23468,O35228,P83907,Q64487,O88488,P0C5E4,A2A8L5,A4IFW2,Q13332,P39804,Q64604,Q28902
2507,SEQ_AD29FE64AD9A,R0969_adnectin_SEQ_AD29FE64AD9A|adnectin|10Fn3,R0969_adnectin_SEQ_AD29FE64AD9A|adnectin|10Fn3,20,Q16473,0.6721622407958598,medium,P22081,Q91289,Q14213,Q9UMZ3,Q80XF5,Q7TNI4,Q969J5,P23468,Q64487,O35228,Q28902,O88488,P0C5E4,P83907,Q13332,A2A8L5,A4IFW2,Q64604,B0V2N1
2508,SEQ_A23894BF208A,R0970_adnectin_SEQ_A23894BF208A|adnectin|10Fn3,R0970_adnectin_SEQ_A23894BF208A|adnectin|10Fn3,20,P22081,0.6600053084313586,medium,Q16473,Q91289,Q14213,Q9UMZ3,Q80XF5,Q969J5,Q7TNI4,P83907,O35228,O88488,P0C5E4,P39804,P23468,Q64487,A4IFW2,A2A8L5,Q28902,Q64604,Q13332
2509,SEQ_5768C522B25E,R0971_adnectin_SEQ_5768C522B25E|adnectin|10Fn3,R0971_adnectin_SEQ_5768C522B25E|adnectin|10Fn3,20,P22081,0.6641200741302491,medium,Q16473,Q91289,Q14213,Q80XF5,Q969J5,P83907,Q7TNI4,Q9UMZ3,O35228,O88488,P23468,P0C5E4,Q64487,P39804,Q28902,P01819,P20956,P01825,A2A8L5
2512,SEQ_5F40E2489B50,R0972_adnectin_SEQ_5F40E2489B50|adnectin|10Fn3,R0972_adnectin_SEQ_5F40E2489B50|adnectin|10Fn3,20,P22081,0.6446182364945408,medium,Q16473,P83907,Q14213,Q80XF5,Q7TNI4,Q969J5,Q91289,P39804,Q9UMZ3,O35228,B6HQN4,P01825,P01819,O88488,P0C5E4,P20956,P20957,P01823,P01811
2513,SEQ_6A5AEB983D3F,R0973_adnectin_SEQ_6A5AEB983D3F|adnectin|10Fn3,R0973_adnectin_SEQ_6A5AEB983D3F|adnectin|10Fn3,20,P22081,0.647406778992405,medium,Q16473,P83907,Q7TNI4,Q14213,Q80XF5,Q969J5,O35228,Q9UMZ3,Q91289,B6HQN4,P01819,P39804,O88488,P20956,P0C5E4,P01825,P20957,P23468,P01693
2514,SEQ_AB15274EDD48,R0974_adnectin_SEQ_AB15274EDD48|adnectin|10Fn3,R0974_adnectin_SEQ_AB15274EDD48|adnectin|10Fn3,20,P22081,0.6500498098306373,medium,Q16473,P83907,Q7TNI4,Q14213,Q80XF5,Q969J5,Q9UMZ3,Q91289,O35228,O88488,B6HQN4,P0C5E4,P39804,P23468,Q64487,P01819,P01825,P20956,P20957
2515,SEQ_0E51BD02083E,R0975_adnectin_SEQ_0E51BD02083E|adnectin|10Fn3,R0975_adnectin_SEQ_0E51BD02083E|adnectin|10Fn3,20,P22081,0.6484850639473443,medium,Q16473,P83907,Q7TNI4,Q14213,Q80XF5,Q969J5,Q9UMZ3,Q91289,O35228,B6HQN4,P39804,O88488,P0C5E4,P01819,P01825,P23468,P20956,P20957,Q64487
2516,SEQ_4B9096E346C5,R0976_adnectin_SEQ_4B9096E346C5|adnectin|10Fn3,R0976_adnectin_SEQ_4B9096E346C5|adnectin|10Fn3,20,P22081,0.6486350103309348,medium,Q16473,P83907,Q7TNI4,Q80XF5,Q14213,Q969J5,Q9UMZ3,Q91289,O35228,P39804,B6HQN4,O88488,P0C5E4,P01825,P01819,P23468,Q64487,P20956,P20957
2517,SEQ_3AC7D6960881,R0977_adnectin_SEQ_3AC7D6960881|adnectin|fibronectin type III tenth domain,R0977_adnectin_SEQ_3AC7D6960881|adnectin|fibronectin_type_III_tenth_domain,20,P22081,0.6721915315444278,medium,Q16473,Q14213,Q7TNI4,Q91289,Q80XF5,Q969J5,O35228,Q9UMZ3,P83907,O88488,P39804,P23468,P0C5E4,Q64487,Q28902,B6HQN4,Q13332,A2A8L5,A4IFW2
2519,SEQ_8407F47A39AC,R0978_adnectin_SEQ_8407F47A39AC|adnectin|10Fn3,R0978_adnectin_SEQ_8407F47A39AC|adnectin|10Fn3,20,P22081,0.6543740596131897,medium,P83907,Q16473,Q14213,Q7TNI4,Q969J5,Q80XF5,P01819,P01825,P20956,P20957,P39804,O35228,P01829,P01811,B6HQN4,P01823,P04940,P01693,Q9UMZ3
2523,SEQ_B81C2560544B,R0979_adnectin_SEQ_B81C2560544B|adnectin|10Fn3,R0979_adnectin_SEQ_B81C2560544B|adnectin|10Fn3,20,P22081,0.6421924341888996,medium,Q16473,P83907,Q14213,Q969J5,Q7TNI4,Q80XF5,P01819,P01825,P20956,P39804,Q91289,P20957,B6HQN4,O35228,Q9UMZ3,P01829,P01811,A0A075B6R2,P0DP06
2530,SEQ_A4210A92B796,R0980_adnectin_SEQ_A4210A92B796|adnectin|10Fn3,R0980_adnectin_SEQ_A4210A92B796|adnectin|10Fn3,20,P22081,0.661496973582306,medium,Q7TNI4,Q16473,Q80XF5,Q969J5,Q14213,P83907,O35228,B6HQN4,P39804,Q9UMZ3,P01819,Q91289,P20956,P01825,O88488,P0C5E4,P20957,P22080,P01829
2531,SEQ_D8FF9A3EC54B,R0981_adnectin_SEQ_D8FF9A3EC54B|adnectin|10Fn3,R0981_adnectin_SEQ_D8FF9A3EC54B|adnectin|10Fn3,20,P22081,0.656201012009106,medium,P83907,Q16473,Q7TNI4,Q80XF5,Q14213,B6HQN4,Q969J5,P39804,Q9UMZ3,O35228,P01819,O88488,P0C5E4,P20956,P01825,Q91289,P20957,P01829,Q58151
2536,SEQ_902873BBFF13,R0982_adnectin_SEQ_902873BBFF13|adnectin|10Fn3,R0982_adnectin_SEQ_902873BBFF13|adnectin|10Fn3,20,P22081,0.6617555979007719,medium,Q16473,P83907,Q7TNI4,Q80XF5,Q14213,Q91289,Q969J5,Q9UMZ3,O35228,P01819,P01825,P23468,O88488,B6HQN4,P20956,P0C5E4,Q64487,P20957,P39804
2540,SEQ_35A7DBE27662,R0983_adnectin_SEQ_35A7DBE27662|adnectin|10Fn3,R0983_adnectin_SEQ_35A7DBE27662|adnectin|10Fn3,20,P22081,0.6635166237710663,medium,P83907,Q16473,Q7TNI4,Q14213,Q80XF5,Q969J5,B6HQN4,P01819,O35228,P01825,P39804,P20956,P01829,P20957,P01823,P04940,P01811,A0A075B6R2,P01675
2542,SEQ_93DF2400C2DB,R0984_adnectin_SEQ_93DF2400C2DB|adnectin|hFN3,R0984_adnectin_SEQ_93DF2400C2DB|adnectin|hFN3,20,P22081,0.6338996063469509,medium,Q16473,P83907,Q14213,Q7TNI4,Q969J5,Q80XF5,Q91289,Q9UMZ3,O35228,B6HQN4,P01819,P01825,P39804,P20956,P01693,P20957,P01829,O88488,P01694
2543,SEQ_EBEDF2912663,R0985_adnectin_SEQ_EBEDF2912663|adnectin|fibronectin type III tenth domain,R0985_adnectin_SEQ_EBEDF2912663|adnectin|fibronectin_type_III_tenth_domain,20,P22081,0.6753719968109131,medium,Q16473,Q14213,Q7TNI4,Q80XF5,Q91289,O35228,Q9UMZ3,Q969J5,O88488,P0C5E4,P23468,Q64487,P83907,P39804,A2A8L5,Q28902,Q13332,A4IFW2,Q64604
2544,SEQ_2F03CA99DE6B,R0986_adnectin_SEQ_2F03CA99DE6B|adnectin|fibronectin type III tenth domain,R0986_adnectin_SEQ_2F03CA99DE6B|adnectin|fibronectin_type_III_tenth_domain,20,P22081,0.6715737508623505,medium,Q16473,Q14213,Q91289,Q80XF5,Q7TNI4,O35228,Q9UMZ3,Q969J5,P83907,O88488,P0C5E4,P39804,P23468,Q64487,Q28902,B6HQN4,Q13332,A2A8L5,A4IFW2
2545,SEQ_2B3AFE57556F,R0987_adnectin_SEQ_2B3AFE57556F|adnectin|fibronectin type III tenth domain,R0987_adnectin_SEQ_2B3AFE57556F|adnectin|fibronectin_type_III_tenth_domain,20,P22081,0.6701254605288511,medium,Q16473,Q14213,Q91289,Q7TNI4,Q80XF5,O35228,Q969J5,Q9UMZ3,P83907,O88488,P23468,P39804,P0C5E4,B6HQN4,Q64487,Q28902,Q13332,A2A8L5,A4IFW2
2546,SEQ_8A1B7D03FD03,R0988_adnectin_SEQ_8A1B7D03FD03|adnectin|fibronectin type III tenth domain,R0988_adnectin_SEQ_8A1B7D03FD03|adnectin|fibronectin_type_III_tenth_domain,20,P22081,0.6720154373067189,medium,Q16473,Q14213,Q7TNI4,Q91289,Q80XF5,P83907,O35228,Q969J5,Q9UMZ3,P39804,B6HQN4,P23468,O88488,P0C5E4,Q64487,P01825,Q28902,A4IFW2,A2A8L5
2548,SEQ_A72091D532A5,"R0989_EVH1domain_SEQ_A72091D532A5|EVH1domain|Sprouty-related, EVH1 domain-containing protein 2",R0989_EVH1domain_SEQ_A72091D532A5|EVH1domain|Sprouty-related_EVH1_domain-containing_protein_2,20,P96615,0.3272576871089221,low,Q9NSC5,B5XG43,Q2KJ56,Q99JP6,O31847,Q9Z2X5,Q9Z214,Q86YM7,Q9Z2Y3,Q0V987,Q503L1,P92985,Q9QWW1,O88801,Q9NSB8,Q9Y5J5,Q8RWG8,Q9P805,Q9WV95
2550,SEQ_E3315CC5252A,R0990_phdfingerdomain_SEQ_E3315CC5252A|phdfingerdomain|Pygopus 2 PHD finger,R0990_phdfingerdomain_SEQ_E3315CC5252A|phdfingerdomain|Pygopus_2_PHD_finger,20,Q9M9L0,0.45060517685109147,low,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q54L48,Q9UT86,Q9DAG9,Q9WTZ1,Q9UBF6,Q9BWX1,Q6AXW4,Q9D4J7,Q5R5Z2,Q8IWS0,Q08DR0,Q9FEN9,Q20052,Q8N6M9,F4JL28
2551,SEQ_9F3C08183DB3,R0991_phdfingerdomain_SEQ_9F3C08183DB3|phdfingerdomain|Pygopus 1 PHD finger,R0991_phdfingerdomain_SEQ_9F3C08183DB3|phdfingerdomain|Pygopus_1_PHD_finger,20,Q9M9L0,0.4603624835832214,low,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q54L48,Q9UT86,Q9DAG9,Q9UBF6,Q9WTZ1,Q9BWX1,Q6AXW4,Q8N6M9,Q9FEN9,Q20052,Q9D4J7,Q5R5Z2,Q8IWS0,Q08DR0,P0DH78
2552,SEQ_2BD3310BCB41,R0992_obody_SEQ_2BD3310BCB41|obody|aspartyl tRNA synthetase,R0992_obody_SEQ_2BD3310BCB41|obody|aspartyl_tRNA_synthetase,20,Q9LMK5,0.6952514823058031,medium,Q5ZM20,Q6NLG7,Q87L73,P0C5Y7,Q7MH89,Q8DCL5,Q9KUZ1,A9JTY4,Q86WV5,Q9LXK1,A8FR96,Q6LM42,B8CIQ2,A8H8L1,Q72UU3,Q8F052,B0TUU8,Q92374,P47616
2553,SEQ_57A5E1A0AD15,R0993_obody_SEQ_57A5E1A0AD15|obody|aspartyl tRNA synthetase,R0993_obody_SEQ_57A5E1A0AD15|obody|aspartyl_tRNA_synthetase,20,Q9LMK5,0.7061733058731079,high,Q5ZM20,Q6NLG7,P0C5Y7,Q87L73,Q7MH89,Q8DCL5,Q9KUZ1,A9JTY4,Q9LXK1,Q86WV5,Q92374,A8FR96,B8CIQ2,Q6LM42,A8H8L1,Q72UU3,Q8F052,B0TUU8,P47616
2554,SEQ_BFD29435A4F9,R0994_obody_SEQ_BFD29435A4F9|obody|aspartyl tRNA synthetase OB-fold domain,R0994_obody_SEQ_BFD29435A4F9|obody|aspartyl_tRNA_synthetase_OB-fold_domain,20,Q9LMK5,0.7042028138727474,high,Q5ZM20,Q6NLG7,Q87L73,Q7MH89,Q8DCL5,P0C5Y7,Q9KUZ1,A9JTY4,Q86WV5,Q9LXK1,Q6LM42,A8FR96,B8CIQ2,Q72UU3,Q8F052,Q92374,A8H8L1,B0TUU8,P47616
2557,SEQ_93F81E690B4A,R0995_knottin_SEQ_93F81E690B4A|knottin|MCoTI-II,R0995_knottin_SEQ_93F81E690B4A|knottin|MCoTI-II,3,P83998,0.4092226612393617,low,P01076,P14903,,,,,,,,,,,,,,,,,
2559,SEQ_2E1406220C4B,R0996_kunitz_SEQ_2E1406220C4B|kunitz|Kunitz-type serine protease inhibitor homolog calcicludine,R0996_kunitz_SEQ_2E1406220C4B|kunitz|Kunitz-type_serine_protease_inhibitor_homolog_calcicludine,20,P81658,1.0,high,P00984,Q7LZE3,A0A1Z0YU59,P00983,P0DMJ3,Q9TWF8,P81548,Q9TWF9,Q9TWG0,P20229,P0DMJ4,P10280,P86862,P25660,P81547,P0DMJ2,P26228,P00994,P19859
2564,SEQ_AF0FAD669CBC,R0997_knottin_SEQ_AF0FAD669CBC|knottin|Beta/omega-theraphotoxin-Tp2a,R0997_knottin_SEQ_AF0FAD669CBC|knottin|Beta_omega-theraphotoxin-Tp2a,20,P61791,0.9955000281333923,high,P58427,P0CH59,P61232,P0DOW6,P0CH55,P68423,P0DM14,P83557,P83745,B3EWN3,P61792,P61790,P83996,P83746,P61789,P31328,P83910,P81765,C7T1P3
2566,SEQ_E7F7E28E94D0,R0998_kunitz_SEQ_E7F7E28E94D0|kunitz|Bikunin,R0998_kunitz_SEQ_E7F7E28E94D0|kunitz|Bikunin,20,Q9TWF8,0.9955000281333923,high,Q9TWG0,P11424,P25660,P86862,P0DMJ3,P81548,Q9TWF9,P0DMJ2,P81547,P20229,P0DMJ4,P10280,P00994,P81902,P26228,P00984,Q7LZE3,P19859,P81906
2567,SEQ_14F79E6665D2,R0999_kunitz_SEQ_14F79E6665D2|kunitz|placental bikunin,R0999_kunitz_SEQ_14F79E6665D2|kunitz|placental_bikunin,20,P19859,0.9959999918937683,high,P25660,P00983,P11424,P16044,Q9TWG0,P81548,P0DMJ3,Q9TWF8,Q9TWF9,P0DMJ2,P20229,P81547,P26228,P0DMJ4,P10280,P86862,P00984,Q7LZE3,P81902
2572,SEQ_368EAEA97F8D,R1000_knottin_SEQ_368EAEA97F8D|knottin|Vascular Endothelial Growth Factor (VEGF),R1000_knottin_SEQ_368EAEA97F8D|knottin|Vascular_Endothelial_Growth_Factor_VEGF,20,P25430,0.32317669082479483,low,P25431,P25436,Q1X709,P49764,Q1X703,Q1X701,Q63434,Q1X711,P49126,P25434,Q90X24,Q6J936,Q1HN33,Q90X23,B0VXV3,B0VXV4,P67861,W4VSI6,C0K3N3
