protein_row_id,structure_unique_sequence_id,flexibility_loop_count_total,flexibility_loop_count_primary,flexibility_loop_count_with_dssp,flexibility_loop_count_with_getcontact,flexibility_loop_count_with_itsflex,flexibility_loop_count_with_colabfold,flexibility_avg_rsa_mean,flexibility_avg_rsa_median,flexibility_constraint_score_mean,flexibility_constraint_score_median,flexibility_itsflex_score_mean,flexibility_itsflex_score_median,flexibility_dynamic_score_mean,flexibility_dynamic_score_median,flexibility_consensus_rigid_count,flexibility_consensus_intermediate_count,flexibility_consensus_flexible_count,flexibility_conflict_loop_count,flexibility_summary_version,flexibility_summary_timestamp
8,SEQ_C6743B5DF681,2,0,2,2,2,2,0.5131215,0.5131215,7.111111,7.111111,0.049275821,0.049275821,0.568388,0.568388,1,0,1,2,v1,2026-05-13T18:58:56
14,SEQ_BAD446B45BBF,1,1,1,1,1,1,0.476493,0.476493,10.0,10.0,0.0011437312,0.0011437312,1.421072,1.421072,0,0,1,1,v1,2026-05-13T18:58:56
15,SEQ_F48FFA923D13,2,1,2,2,2,2,0.5676975,0.5676975,7.5833335,7.5833335,0.02417994654,0.02417994654,0.70859,0.70859,0,1,1,2,v1,2026-05-13T18:58:56
16,SEQ_91F8E729FAD8,2,1,2,2,2,2,0.58931,0.58931,7.4666665,7.4666665,0.114999028,0.114999028,2.0152495,2.0152495,0,0,2,2,v1,2026-05-13T18:58:56
17,SEQ_2D732694341A,2,1,2,2,2,2,0.58931,0.58931,7.4666665,7.4666665,0.1149986465,0.1149986465,1.0324995,1.0324995,0,0,2,2,v1,2026-05-13T18:58:56
18,SEQ_3396FD3CDC12,2,0,2,2,2,2,0.556708,0.556708,7.6904765,7.6904765,0.0272585887,0.0272585887,5.4681295,5.4681295,0,0,2,2,v1,2026-05-13T18:58:56
20,SEQ_8D33CAD6A518,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
21,SEQ_5BA4BA9AC119,2,2,2,2,2,2,0.616492,0.616492,3.5,3.5,0.159332685,0.159332685,0.4151665,0.4151665,0,0,2,1,v1,2026-05-13T18:58:56
22,SEQ_2F80E7E35E67,1,0,1,1,1,1,0.583472,0.583472,6.944444,6.944444,0.073086426,0.073086426,1.246043,1.246043,0,0,1,1,v1,2026-05-13T18:58:56
23,SEQ_106AEB902735,2,0,2,2,2,2,0.4876215,0.4876215,2.5208335,2.5208335,0.0418681575,0.0418681575,1.2321840000000002,1.2321840000000002,0,0,2,2,v1,2026-05-13T18:58:56
27,SEQ_9A8534BCF2D3,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
28,SEQ_61624A109773,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
30,SEQ_D8540B103774,2,0,2,2,2,2,0.7832445,0.7832445,10.175,10.175,0.0137060319,0.0137060319,2.3461030000000003,2.3461030000000003,0,0,2,2,v1,2026-05-13T18:58:56
32,SEQ_511ADDD935FC,1,0,1,1,1,1,0.576015,0.576015,1.75,1.75,0.13815053,0.13815053,1.442575,1.442575,0,0,1,0,v1,2026-05-13T18:58:56
33,SEQ_7A8E8DE0DA68,2,1,2,2,2,2,0.572399,0.572399,9.1416665,9.1416665,0.0424312997,0.0424312997,0.4542155,0.4542155,1,1,0,2,v1,2026-05-13T18:58:56
35,SEQ_9B361E35BEAA,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
39,SEQ_8B89389E2AF1,1,0,1,1,1,1,0.586706,0.586706,6.2,6.2,0.0011324136,0.0011324136,1.043566,1.043566,0,0,1,1,v1,2026-05-13T18:58:56
44,SEQ_7365FCEB55B0,2,0,2,2,2,2,0.622906,0.622906,9.1111115,9.1111115,0.0204695105,0.0204695105,2.253485,2.253485,0,0,2,2,v1,2026-05-13T18:58:56
47,SEQ_15BAF787CC9B,1,0,1,1,1,1,0.485777,0.485777,2.166667,2.166667,0.089095846,0.089095846,0.285048,0.285048,0,0,1,0,v1,2026-05-13T18:58:56
48,SEQ_1927D5670A85,1,0,1,1,1,1,0.416966,0.416966,2.166667,2.166667,0.038922854,0.038922854,0.289961,0.289961,0,1,0,1,v1,2026-05-13T18:58:56
49,SEQ_D98E6C6DD7C4,3,1,3,3,3,3,0.505949,0.488318,2.607936666666667,2.8,0.1218002786666666,0.093396306,0.6698999999999998,0.647619,0,0,3,2,v1,2026-05-13T18:58:56
52,SEQ_8A54730D2790,2,0,2,2,2,2,0.771024,0.771024,0.908088,0.908088,0.6167893600000001,0.6167893600000001,1.8798945,1.8798945,0,0,2,0,v1,2026-05-13T18:58:56
58,SEQ_6C3FAB49E6B7,1,0,1,1,1,1,0.528601,0.528601,2.6,2.6,0.04891246,0.04891246,0.706956,0.706956,0,0,1,0,v1,2026-05-13T18:58:56
59,SEQ_8964A1584BCB,2,0,2,2,2,2,0.6167914999999999,0.6167914999999999,10.542857,10.542857,0.16175026266,0.16175026266,1.315875,1.315875,0,0,2,2,v1,2026-05-13T18:58:56
61,SEQ_D70C587A68A7,3,0,3,3,3,3,0.4087856666666666,0.375628,5.7,5.6,0.0983055733333333,0.06127481,0.8906526666666666,0.579637,0,2,1,3,v1,2026-05-13T18:58:56
63,SEQ_A287FD1D544D,2,0,2,2,2,2,0.500562,0.500562,7.4772725,7.4772725,0.194371388,0.194371388,0.7236855,0.7236855,1,0,1,2,v1,2026-05-13T18:58:56
64,SEQ_96049DD523A6,2,2,2,2,2,2,0.536563,0.536563,6.1666665,6.1666665,0.03089423694,0.03089423694,0.366697,0.366697,0,2,0,2,v1,2026-05-13T18:58:56
65,SEQ_6A4842FF9F08,1,0,1,1,1,1,0.70763,0.70763,1.5,1.5,0.3037523,0.3037523,0.747376,0.747376,0,0,1,0,v1,2026-05-13T18:58:56
66,SEQ_179E93B2447B,1,0,1,1,1,1,0.641522,0.641522,9.461538,9.461538,0.55399257,0.55399257,1.743996,1.743996,0,0,1,1,v1,2026-05-13T18:58:56
67,SEQ_BC873C27CAD8,2,0,2,2,2,2,0.5890605,0.5890605,9.35,9.35,1.6469346e-05,1.6469346e-05,0.454758,0.454758,1,1,0,2,v1,2026-05-13T18:58:56
68,SEQ_166A0BDB74D3,2,0,2,2,2,2,0.6350020000000001,0.6350020000000001,5.4857145,5.4857145,0.0653536135,0.0653536135,1.161927,1.161927,0,0,2,2,v1,2026-05-13T18:58:56
69,SEQ_83102DDE915E,1,0,1,1,1,1,0.657783,0.657783,1.75,1.75,0.092654556,0.092654556,0.438327,0.438327,0,0,1,0,v1,2026-05-13T18:58:56
72,SEQ_114EBD6F4E53,2,0,2,2,2,2,0.521221,0.521221,2.0520835,2.0520835,0.4135982015,0.4135982015,0.9760495,0.9760495,0,0,2,1,v1,2026-05-13T18:58:56
73,SEQ_7E02C8407329,2,0,2,2,2,2,0.5509135,0.5509135,1.951299,1.951299,0.268942745,0.268942745,0.9247215,0.9247215,0,0,2,1,v1,2026-05-13T18:58:56
74,SEQ_0D1ADFCB7D8F,2,0,2,2,2,2,0.605755,0.605755,1.3333335,1.3333335,0.58231238,0.58231238,1.078906,1.078906,0,0,2,0,v1,2026-05-13T18:58:56
80,SEQ_6A43FD5EA9DC,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
81,SEQ_6BE0EFC66E2B,1,0,1,1,1,1,0.764784,0.764784,5.866667,5.866667,0.09948469,0.09948469,3.994742,3.994742,0,0,1,1,v1,2026-05-13T18:58:56
82,SEQ_AAEDAA0FEEDB,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
84,SEQ_AF30ABE91422,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
87,SEQ_34669548F14A,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
90,SEQ_B78F75B84A68,2,1,2,2,2,2,0.588981,0.588981,6.7875,6.7875,0.0325780435,0.0325780435,4.950289,4.950289,0,0,2,2,v1,2026-05-13T18:58:56
93,SEQ_9033148A984A,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
94,SEQ_0FE34D351A8A,2,2,2,2,2,2,0.515781,0.515781,6.0,6.0,0.0388026315,0.0388026315,3.2796515,3.2796515,0,0,2,2,v1,2026-05-13T18:58:56
95,SEQ_9D030F6E19A4,1,1,1,1,1,1,0.661481,0.661481,5.727273,5.727273,0.03429484,0.03429484,0.694147,0.694147,0,0,1,1,v1,2026-05-13T18:58:56
96,SEQ_68A6E3BEB1DB,2,0,2,2,2,2,0.595298,0.595298,6.0285715,6.0285715,0.0031913316325,0.0031913316325,0.255596,0.255596,1,1,0,2,v1,2026-05-13T18:58:56
97,SEQ_E7EE2D96D382,2,0,2,2,2,2,0.830473,0.830473,0.4333335,0.4333335,0.7393460000000001,0.7393460000000001,10.643923,10.643923,0,0,2,0,v1,2026-05-13T18:58:56
98,SEQ_A7F6DEA711DD,1,0,1,1,1,1,0.580938,0.580938,11.4,11.4,0.0002893285,0.0002893285,0.607145,0.607145,1,0,0,1,v1,2026-05-13T18:58:56
101,SEQ_3F4ACE0F456C,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
102,SEQ_759B1A27D9B4,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
103,SEQ_747905F623EC,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
104,SEQ_3CFE05BB5FF8,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
107,SEQ_E6E91B3D4EB3,1,0,1,1,1,1,0.610289,0.610289,6.0,6.0,0.057681534,0.057681534,0.609341,0.609341,0,0,1,1,v1,2026-05-13T18:58:56
108,SEQ_A36B28EA26ED,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
110,SEQ_1B1C229C5ADB,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
111,SEQ_0B459F735DF8,1,0,1,1,1,1,0.615697,0.615697,7.266667,7.266667,0.0008036003,0.0008036003,1.401902,1.401902,0,0,1,1,v1,2026-05-13T18:58:56
113,SEQ_D7286932E259,1,0,1,1,1,1,0.631644,0.631644,5.2,5.2,0.0594762,0.0594762,1.567238,1.567238,0,0,1,1,v1,2026-05-13T18:58:56
114,SEQ_EB5BD689BCD3,1,0,1,1,1,1,0.608111,0.608111,6.071429,6.071429,0.106871694,0.106871694,0.477436,0.477436,0,1,0,1,v1,2026-05-13T18:58:56
115,SEQ_4BF5E4B9B81A,1,0,1,1,1,1,0.689126,0.689126,5.727273,5.727273,0.0027440106,0.0027440106,0.578872,0.578872,0,0,1,1,v1,2026-05-13T18:58:56
127,SEQ_42109FB413EE,1,1,1,1,1,1,0.31888,0.31888,13.8,13.8,0.004167334,0.004167334,2.659584,2.659584,0,0,1,1,v1,2026-05-13T18:58:56
130,SEQ_1A03EA634539,2,1,2,2,2,2,0.6756225,0.6756225,3.028846,3.028846,0.4073132,0.4073132,2.3081565,2.3081565,0,0,2,0,v1,2026-05-13T18:58:56
131,SEQ_58398C995B53,2,1,2,2,2,2,0.4804715,0.4804715,4.675,4.675,0.00635533315,0.00635533315,5.0429275,5.0429275,0,0,2,2,v1,2026-05-13T18:58:56
133,SEQ_0869B8E70D85,2,2,2,2,2,2,0.5088255,0.5088255,5.9416665,5.9416665,0.08322827085,0.08322827085,1.925364,1.925364,0,0,2,2,v1,2026-05-13T18:58:56
134,SEQ_AAE72F391F1F,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
135,SEQ_76B09DFD5E83,1,0,1,1,1,1,0.57123,0.57123,5.111111,5.111111,0.023136677,0.023136677,0.276568,0.276568,0,1,0,1,v1,2026-05-13T18:58:56
136,SEQ_30020DB18548,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
137,SEQ_7F185044DBF6,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
138,SEQ_406A0D9B635F,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
139,SEQ_95CAD16A75C5,1,0,1,1,1,1,0.574085,0.574085,5.157895,5.157895,0.14119306,0.14119306,0.769597,0.769597,0,0,1,1,v1,2026-05-13T18:58:56
140,SEQ_50D805A37F3A,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
141,SEQ_459D9E5EC1A1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
142,SEQ_C21733F7B9F8,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
143,SEQ_1B95FF825216,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
144,SEQ_249F87633CE4,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
147,SEQ_6C7F2A15A305,1,0,1,1,1,1,0.55796,0.55796,5.555556,5.555556,0.03275144,0.03275144,1.184376,1.184376,0,0,1,1,v1,2026-05-13T18:58:56
148,SEQ_2B9402D99210,1,0,1,1,1,1,0.514619,0.514619,9.222222,9.222222,0.002270258,0.002270258,0.440135,0.440135,1,0,0,1,v1,2026-05-13T18:58:56
149,SEQ_E49B6E3AB245,2,0,2,2,2,2,0.554574,0.554574,9.5833335,9.5833335,0.008341519615,0.008341519615,0.969671,0.969671,0,1,1,2,v1,2026-05-13T18:58:56
151,SEQ_09C0D748E01C,1,0,1,1,1,1,0.748552,0.748552,0.846154,0.846154,0.88652736,0.88652736,5.935764,5.935764,0,0,1,0,v1,2026-05-13T18:58:56
152,SEQ_6CC365DA7BAD,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
163,SEQ_3FA9D2DA072A,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
165,SEQ_D3552FA1B285,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
175,SEQ_B5E0F5F88047,2,1,2,2,2,2,0.5307805,0.5307805,4.8333335,4.8333335,0.0826853385,0.0826853385,0.3535925,0.3535925,0,1,1,2,v1,2026-05-13T18:58:56
176,SEQ_DB9B0287AF70,2,1,2,2,2,2,0.515515,0.515515,4.5333335,4.5333335,0.050759098,0.050759098,0.1698795,0.1698795,0,2,0,1,v1,2026-05-13T18:58:56
180,SEQ_095AF8D89F2F,2,0,2,2,2,2,0.5800890000000001,0.5800890000000001,7.8151265,7.8151265,0.226344847,0.226344847,0.7594225,0.7594225,0,0,2,2,v1,2026-05-13T18:58:56
193,SEQ_6192EDA9C35B,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
194,SEQ_1DC7D1A3B3C1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
195,SEQ_99242D1EA66E,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
206,SEQ_449FDDD313B8,2,0,2,2,2,2,0.5825039999999999,0.5825039999999999,7.480769,7.480769,0.0300361991499999,0.0300361991499999,3.0242685,3.0242685,0,0,2,2,v1,2026-05-13T18:58:56
207,SEQ_72E6E03F2084,1,0,1,1,1,1,0.786218,0.786218,1.0,1.0,0.28001836,0.28001836,1.741509,1.741509,0,0,1,0,v1,2026-05-13T18:58:56
209,SEQ_BE3D26B5FC87,2,0,2,2,2,2,0.6509255,0.6509255,2.138889,2.138889,0.294083425,0.294083425,2.2105415,2.2105415,0,0,2,0,v1,2026-05-13T18:58:56
210,SEQ_C5F2B6A6D757,1,0,1,1,1,1,0.510494,0.510494,2.666667,2.666667,0.07169969,0.07169969,3.19335,3.19335,0,0,1,1,v1,2026-05-13T18:58:56
211,SEQ_5879EB2E842B,2,0,2,2,2,2,0.5825039999999999,0.5825039999999999,7.480769,7.480769,0.03003617525,0.03003617525,3.2847685,3.2847685,0,0,2,2,v1,2026-05-13T18:58:56
212,SEQ_6F82EBA7A8A4,1,0,1,1,1,1,0.500752,0.500752,2.2,2.2,0.13523033,0.13523033,2.020115,2.020115,0,0,1,0,v1,2026-05-13T18:58:56
213,SEQ_CEEF9FC0B070,2,0,2,2,2,2,0.580762,0.580762,6.3285715,6.3285715,0.0475535225,0.0475535225,2.5365265,2.5365265,0,0,2,2,v1,2026-05-13T18:58:56
214,SEQ_A0D24ADED30B,2,0,2,2,2,2,0.6973395,0.6973395,1.55,1.55,0.27996478,0.27996478,2.9292325,2.9292325,0,0,2,0,v1,2026-05-13T18:58:56
215,SEQ_5796AD1741A1,1,0,1,1,1,1,0.763899,0.763899,5.666667,5.666667,0.673157,0.673157,2.614578,2.614578,0,0,1,1,v1,2026-05-13T18:58:56
216,SEQ_901FD8A97F49,1,0,1,1,1,1,0.71076,0.71076,1.5625,1.5625,0.6375701,0.6375701,1.735285,1.735285,0,0,1,0,v1,2026-05-13T18:58:56
218,SEQ_DE81FB8FA1ED,2,0,2,2,2,0,0.6236935,0.6236935,5.1875,5.1875,0.0108561482,0.0108561482,0.010856,0.010856,0,2,0,2,v1,2026-05-13T18:58:56
219,SEQ_96A33ACF9385,2,0,2,2,2,0,0.6578525,0.6578525,3.25,3.25,0.075380440155,0.075380440155,0.0753805,0.0753805,0,1,1,2,v1,2026-05-13T18:58:56
221,SEQ_69ADA7593BD7,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
223,SEQ_304E9EC353D1,2,2,2,2,2,2,0.629718,0.629718,5.083333,5.083333,0.1251901853895,0.1251901853895,2.8683455,2.8683455,0,0,2,2,v1,2026-05-13T18:58:56
224,SEQ_2F97C0BDC032,1,0,1,1,1,1,0.573567,0.573567,2.111111,2.111111,0.08270532,0.08270532,1.083353,1.083353,0,0,1,0,v1,2026-05-13T18:58:56
229,SEQ_4752D1E63B20,2,1,2,2,2,2,0.5285059999999999,0.5285059999999999,6.722222,6.722222,0.000304891075,0.000304891075,4.8726525,4.8726525,0,0,2,2,v1,2026-05-13T18:58:56
230,SEQ_9779986ACEEC,2,0,2,2,2,0,0.2566684999999999,0.2566684999999999,3.3021975,3.3021975,0.0187019049999999,0.0187019049999999,0.018702,0.018702,2,0,0,0,v1,2026-05-13T18:58:56
231,SEQ_9E1B9C7EC560,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
236,SEQ_56087505117A,2,0,2,2,2,2,0.5653239999999999,0.5653239999999999,8.9,8.9,0.0102771965,0.0102771965,0.3373885,0.3373885,1,1,0,2,v1,2026-05-13T18:58:56
237,SEQ_10BCEA57E5EB,2,0,2,2,2,2,0.54459,0.54459,6.9916665,6.9916665,0.0052800303205,0.0052800303205,0.38339,0.38339,0,2,0,2,v1,2026-05-13T18:58:56
238,SEQ_A40588336D1A,2,1,2,2,2,2,0.5518875,0.5518875,7.6088235,7.6088235,0.0064430435,0.0064430435,0.7889714999999999,0.7889714999999999,0,1,1,2,v1,2026-05-13T18:58:56
239,SEQ_D15E9F5CDE93,1,0,1,1,1,1,0.573567,0.573567,2.111111,2.111111,0.0827053,0.0827053,1.044353,1.044353,0,0,1,0,v1,2026-05-13T18:58:56
240,SEQ_65956DD32B4A,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
242,SEQ_18C9D88F2AB1,1,0,1,1,1,1,0.573567,0.573567,2.111111,2.111111,0.08270529,0.08270529,0.600853,0.600853,0,0,1,0,v1,2026-05-13T18:58:56
256,SEQ_CEC0F17907BA,2,1,2,2,2,2,0.505579,0.505579,7.2,7.2,0.001643329,0.001643329,0.3473215,0.3473215,1,0,1,2,v1,2026-05-13T18:58:56
258,SEQ_21EAC8733D7C,1,0,1,1,1,1,0.522057,0.522057,1.714286,1.714286,0.29488096,0.29488096,1.88144,1.88144,0,0,1,0,v1,2026-05-13T18:58:56
264,SEQ_DBE40AA18DD7,2,0,2,2,2,2,0.5942265,0.5942265,6.909091,6.909091,0.0107906387,0.0107906387,1.750895,1.750895,0,0,2,2,v1,2026-05-13T18:58:56
265,SEQ_529526FB1902,1,0,1,1,1,1,0.575285,0.575285,8.181818,8.181818,0.007181671,0.007181671,2.405091,2.405091,0,0,1,1,v1,2026-05-13T18:58:56
270,SEQ_8D6CF17897ED,1,0,1,1,1,1,0.369519,0.369519,7.625,7.625,0.0155651895,0.0155651895,3.071783,3.071783,0,0,1,1,v1,2026-05-13T18:58:56
276,SEQ_4548663D50C8,1,0,1,1,1,1,0.61691,0.61691,7.5,7.5,0.02728758,0.02728758,1.508644,1.508644,0,0,1,1,v1,2026-05-13T18:58:56
281,SEQ_877807C996E2,3,0,3,3,3,3,0.480148,0.448972,2.8952380000000004,3.0,0.1283107289999999,0.14723742,0.1971556666666666,0.200119,0,2,1,1,v1,2026-05-13T18:58:56
282,SEQ_B33F44384B9F,3,1,3,3,3,3,0.6564313333333334,0.724112,1.5333333333333332,1.0,0.3239795966666667,0.20212823,0.6938233333333333,0.354064,0,0,3,0,v1,2026-05-13T18:58:56
283,SEQ_858F3CAEFDC7,3,0,3,3,3,3,0.5279656666666667,0.458857,6.017460333333333,6.6,0.0752856163333333,0.07201137,0.2924763333333333,0.328064,1,1,1,2,v1,2026-05-13T18:58:56
284,SEQ_E0FBD4935300,3,1,3,3,3,3,0.565184,0.542924,1.9277776666666664,1.583333,0.2564867633333333,0.28812775,0.618077,0.419564,0,1,2,1,v1,2026-05-13T18:58:56
285,SEQ_DDEBD40D833E,3,1,3,3,3,3,0.5812906666666667,0.557919,1.7944443333333335,1.583333,0.2326564533333333,0.24706268,0.7646616666666667,0.465459,0,0,3,0,v1,2026-05-13T18:58:56
286,SEQ_A372B93D916B,3,0,3,3,3,3,0.6157103333333332,0.69268,2.3063490000000004,1.833333,0.0799369466666666,0.06926519,0.8091353333333333,0.51582,0,0,3,1,v1,2026-05-13T18:58:56
287,SEQ_634DA21BBD7E,3,2,3,3,3,3,0.6787916666666667,0.693389,1.1222223333333332,1.166667,0.1825818333333333,0.17371531,0.7074576666666667,0.709358,0,0,3,0,v1,2026-05-13T18:58:56
288,SEQ_06E4AC2B8DAA,3,2,3,3,3,3,0.6409419999999999,0.667604,1.3666666666666665,1.5,0.17293177,0.1604258,0.7442989999999999,0.787213,0,0,3,1,v1,2026-05-13T18:58:56
289,SEQ_CD6470B1AB51,2,0,2,2,2,2,0.5675695,0.5675695,1.9,1.9,0.1031539075,0.1031539075,0.346827,0.346827,0,0,2,1,v1,2026-05-13T18:58:56
290,SEQ_A0DD32C51D8B,3,0,3,3,3,3,0.5567386666666666,0.543862,1.8,1.6,0.1745381633333333,0.17533568,0.3116023333333333,0.253043,0,1,2,0,v1,2026-05-13T18:58:56
304,SEQ_90CECD3A4B2F,1,0,1,1,1,1,0.558739,0.558739,6.882353,6.882353,0.009684204,0.009684204,0.241342,0.241342,0,1,0,1,v1,2026-05-13T18:58:56
305,SEQ_EE38C4E62CD0,2,0,2,2,2,2,0.630297,0.630297,8.072222,8.072222,0.003098213735,0.003098213735,0.161799,0.161799,2,0,0,2,v1,2026-05-13T18:58:56
306,SEQ_B36CD74AA4D8,1,0,1,1,1,1,0.629835,0.629835,6.55,6.55,0.036808185,0.036808185,0.844404,0.844404,0,0,1,1,v1,2026-05-13T18:58:56
308,SEQ_97CE606D00A3,1,0,1,1,1,1,0.636063,0.636063,8.4,8.4,1.6083697e-05,1.6083697e-05,0.227508,0.227508,1,0,0,1,v1,2026-05-13T18:58:56
309,SEQ_C023E37D61D5,1,0,1,1,1,1,0.603218,0.603218,9.0,9.0,7.146664e-05,7.146664e-05,0.269036,0.269036,1,0,0,1,v1,2026-05-13T18:58:56
310,SEQ_506D4890B71C,2,0,2,2,2,2,0.5836049999999999,0.5836049999999999,9.05,9.05,0.002002061415,0.002002061415,0.564751,0.564751,1,0,1,2,v1,2026-05-13T18:58:56
311,SEQ_B062878C03F9,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
313,SEQ_B08301AC4ABD,1,1,1,1,1,1,0.57595,0.57595,10.5,10.5,0.00540552,0.00540552,0.767703,0.767703,0,1,0,1,v1,2026-05-13T18:58:56
315,SEQ_AADC6485B6D0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
316,SEQ_18F971D35104,2,0,2,2,2,2,0.6168115,0.6168115,2.0416665,2.0416665,0.257650102,0.257650102,2.069075,2.069075,0,0,2,0,v1,2026-05-13T18:58:56
319,SEQ_F2180E6A83F4,1,1,1,1,1,1,0.352199,0.352199,3.0,3.0,0.021119509,0.021119509,1.67106,1.67106,0,0,1,1,v1,2026-05-13T18:58:56
321,SEQ_65BE5B6425D8,3,1,3,3,3,3,0.5995113333333334,0.604632,8.888889,9.0,0.0012880105,0.0012844617,3.241144,3.555142,0,0,3,3,v1,2026-05-13T18:58:56
326,SEQ_34F779EE0DCE,1,0,1,1,1,1,0.489916,0.489916,2.75,2.75,0.13717525,0.13717525,3.069088,3.069088,0,0,1,1,v1,2026-05-13T18:58:56
327,SEQ_65239EB2CD2B,1,0,1,1,1,1,0.503624,0.503624,2.8,2.8,0.09924731,0.09924731,2.265124,2.265124,0,0,1,1,v1,2026-05-13T18:58:56
328,SEQ_E6C7C90AE86C,3,2,3,3,3,3,0.5397440000000001,0.551,6.316666666666666,6.2,0.030122549,0.031575464,0.2540613333333333,0.281288,1,1,1,3,v1,2026-05-13T18:58:56
333,SEQ_8AD8B1FEC9A8,1,0,1,1,1,1,0.554366,0.554366,2.0,2.0,0.14940435,0.14940435,0.367702,0.367702,0,0,1,0,v1,2026-05-13T18:58:56
334,SEQ_CAA7AC829967,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
338,SEQ_5503C2E92DA3,2,1,2,2,2,2,0.5288014999999999,0.5288014999999999,6.65,6.65,0.015341766805,0.015341766805,4.363671,4.363671,0,0,2,2,v1,2026-05-13T18:58:56
339,SEQ_05E7F98DA59B,2,0,2,2,2,2,0.5470435,0.5470435,11.0833335,11.0833335,0.01872376505,0.01872376505,5.078612,5.078612,0,0,2,2,v1,2026-05-13T18:58:56
340,SEQ_410802E5D042,2,0,2,2,2,2,0.690825,0.690825,6.0892855,6.0892855,0.045726946,0.045726946,2.6581135,2.6581135,0,0,2,2,v1,2026-05-13T18:58:56
341,SEQ_952A85849468,1,0,1,1,1,1,0.489693,0.489693,2.75,2.75,0.15678625,0.15678625,1.270893,1.270893,0,0,1,1,v1,2026-05-13T18:58:56
342,SEQ_70EA66936376,1,0,1,1,1,1,0.519789,0.519789,2.166667,2.166667,0.10769854,0.10769854,1.555849,1.555849,0,0,1,0,v1,2026-05-13T18:58:56
343,SEQ_F8750FC24C32,1,0,1,1,1,1,0.486724,0.486724,2.75,2.75,0.09345968,0.09345968,3.35723,3.35723,0,0,1,1,v1,2026-05-13T18:58:56
344,SEQ_CDCD43A26CC5,1,0,1,1,1,1,0.491909,0.491909,2.625,2.625,0.106691346,0.106691346,3.530346,3.530346,0,0,1,1,v1,2026-05-13T18:58:56
345,SEQ_F8A89D880E4C,1,0,1,1,1,1,0.492905,0.492905,2.625,2.625,0.09517129,0.09517129,2.494086,2.494086,0,0,1,1,v1,2026-05-13T18:58:56
346,SEQ_EF7F12511F8D,1,0,1,1,1,1,0.49114,0.49114,2.75,2.75,0.07653988,0.07653988,3.50277,3.50277,0,0,1,1,v1,2026-05-13T18:58:56
347,SEQ_987363D13FF3,1,0,1,1,1,1,0.491005,0.491005,2.75,2.75,0.08839061,0.08839061,2.034195,2.034195,0,0,1,1,v1,2026-05-13T18:58:56
348,SEQ_F1D70791CA36,2,0,2,2,2,2,0.619545,0.619545,6.3,6.3,0.0440755125,0.0440755125,1.086788,1.086788,0,0,2,2,v1,2026-05-13T18:58:56
349,SEQ_803DAC949A88,1,0,1,1,1,1,0.463905,0.463905,2.875,2.875,0.092754595,0.092754595,0.871377,0.871377,0,0,1,1,v1,2026-05-13T18:58:56
350,SEQ_0C03D16A0230,1,0,1,1,1,1,0.491199,0.491199,2.75,2.75,0.08630913,0.08630913,1.580155,1.580155,0,0,1,1,v1,2026-05-13T18:58:56
351,SEQ_FAF393055710,1,0,1,1,1,1,0.495051,0.495051,2.875,2.875,0.089799024,0.089799024,2.9689,2.9689,0,0,1,1,v1,2026-05-13T18:58:56
