row_index,protein_label,scaffold,canonical_name,selected_structure_type,selected_structure_source_path,selected_structure_bundle_path,structure_locator,structure_best_available_source
898,R0899_kunitz_SEQ_6A55F2806ABF,kunitz,Kunitz-type serine protease inhibitor 2,local_exact_prediction,<local_path_removed>/SEQ_6A55F2806ABF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0899_kunitz_SEQ_6A55F2806ABF_local_exact_prediction.pdb,,local_exact_sequence_prediction
899,R0900_kunitz_SEQ_9759A8D50425,kunitz,"aprotinin (bovine pancreatic trypsin inhibitor, BPTI)",PDB_exact,<local_path_removed>/SEQ_9759A8D50425_4WXV_chain_C_1_54_slice.pdb,<local_path_removed>/R0900_kunitz_SEQ_9759A8D50425_PDB_exact.pdb,4WXV_C:1-54,PDB_exact_experimental_located
900,R0901_kunitz_SEQ_40CF56EE6C75,kunitz,ITI-D1,local_exact_prediction,<local_path_removed>/SEQ_40CF56EE6C75_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0901_kunitz_SEQ_40CF56EE6C75_local_exact_prediction.pdb,,local_exact_sequence_prediction
901,R0902_knottin_SEQ_FE06F9287CB0,knottin,ratVEGF,local_exact_prediction,<local_path_removed>/SEQ_FE06F9287CB0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0902_knottin_SEQ_FE06F9287CB0_local_exact_prediction.pdb,,local_exact_sequence_prediction
902,R0903_kunitz_SEQ_A18F0C60B292,kunitz,Mambaquaretin-1,local_exact_prediction,<local_path_removed>/SEQ_A18F0C60B292_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0903_kunitz_SEQ_A18F0C60B292_local_exact_prediction.pdb,,local_exact_sequence_prediction
903,R0904_kunitz_SEQ_E285E7272920,kunitz,Mambaquaretin-2,local_exact_prediction,<local_path_removed>/SEQ_E285E7272920_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0904_kunitz_SEQ_E285E7272920_local_exact_prediction.pdb,,local_exact_sequence_prediction
904,R0905_kunitz_SEQ_5D22FA76D5E6,kunitz,Conkunitzin,local_exact_prediction,<local_path_removed>/SEQ_5D22FA76D5E6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0905_kunitz_SEQ_5D22FA76D5E6_local_exact_prediction.pdb,,local_exact_sequence_prediction
905,R0906_kunitz_SEQ_2DBE914E4A7E,kunitz,Mambaquaretin-7,local_exact_prediction,<local_path_removed>/SEQ_2DBE914E4A7E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0906_kunitz_SEQ_2DBE914E4A7E_local_exact_prediction.pdb,,local_exact_sequence_prediction
906,R0907_kunitz_SEQ_BF703EAA9A30,kunitz,Mambaquaretin-9,local_exact_prediction,<local_path_removed>/SEQ_BF703EAA9A30_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0907_kunitz_SEQ_BF703EAA9A30_local_exact_prediction.pdb,,local_exact_sequence_prediction
907,R0908_affimer_SEQ_FF19E1C1FC97,affimer,Low affinity immunoglobulin gamma Fc region receptor III-A,PDB_exact,<local_path_removed>/SEQ_FF19E1C1FC97_5MN2_chain_C.pdb,<local_path_removed>/R0908_affimer_SEQ_FF19E1C1FC97_PDB_exact.pdb,5MN2_C,PDB_exact_experimental_located
908,R0909_affimer_SEQ_E2AA955A37D3,affimer,Low affinity immunoglobulin gamma Fc region receptor III-A,PDB_exact,<local_path_removed>/SEQ_E2AA955A37D3_5ML9_chain_B.pdb,<local_path_removed>/R0909_affimer_SEQ_E2AA955A37D3_PDB_exact.pdb,5ML9_B,PDB_exact_experimental_located
909,R0910_knottin_SEQ_E8B9DCA8C41E,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_E8B9DCA8C41E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0910_knottin_SEQ_E8B9DCA8C41E_local_exact_prediction.pdb,,local_exact_sequence_prediction
910,R0911_knottin_SEQ_719F08252B2B,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_719F08252B2B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0911_knottin_SEQ_719F08252B2B_local_exact_prediction.pdb,,local_exact_sequence_prediction
911,R0912_knottin_SEQ_2B1425341E26,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_2B1425341E26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0912_knottin_SEQ_2B1425341E26_local_exact_prediction.pdb,,local_exact_sequence_prediction
912,R0913_knottin_SEQ_C34CD9754CB7,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_C34CD9754CB7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0913_knottin_SEQ_C34CD9754CB7_local_exact_prediction.pdb,,local_exact_sequence_prediction
913,R0914_knottin_SEQ_827C690ED84F,knottin,oMCoTI-II,PDB_exact,<local_path_removed>/SEQ_827C690ED84F_2IT8_full.pdb,<local_path_removed>/R0914_knottin_SEQ_827C690ED84F_PDB_exact.pdb,,PDB_exact_experimental
914,R0915_knottin_SEQ_6831A647B0A0,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_6831A647B0A0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0915_knottin_SEQ_6831A647B0A0_local_exact_prediction.pdb,,local_exact_sequence_prediction
915,R0916_knottin_SEQ_8B1E80953CCC,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_8B1E80953CCC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0916_knottin_SEQ_8B1E80953CCC_local_exact_prediction.pdb,,local_exact_sequence_prediction
916,R0917_knottin_SEQ_F6A8E78522A7,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_F6A8E78522A7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0917_knottin_SEQ_F6A8E78522A7_local_exact_prediction.pdb,,local_exact_sequence_prediction
917,R0918_knottin_SEQ_8E59DE2ED1C6,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_8E59DE2ED1C6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0918_knottin_SEQ_8E59DE2ED1C6_local_exact_prediction.pdb,,local_exact_sequence_prediction
918,R0919_knottin_SEQ_1FE557F41343,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_1FE557F41343_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0919_knottin_SEQ_1FE557F41343_local_exact_prediction.pdb,,local_exact_sequence_prediction
919,R0920_knottin_SEQ_DDE8D62D6BB0,knottin,oMCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_DDE8D62D6BB0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0920_knottin_SEQ_DDE8D62D6BB0_local_exact_prediction.pdb,,local_exact_sequence_prediction
920,R0921_knottin_SEQ_5C50CB1D7BA7,knottin,spasmodic protein tx9a-like protein,PDB_exact,<local_path_removed>/SEQ_5C50CB1D7BA7_1IXT_full.pdb,<local_path_removed>/R0921_knottin_SEQ_5C50CB1D7BA7_PDB_exact.pdb,1IXT_A,PDB_exact_experimental_located
921,R0922_knottin_SEQ_503B852A7852,knottin,Beta/kappa-theraphotoxin-Gi1a,local_exact_prediction,<local_path_removed>/SEQ_503B852A7852_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0922_knottin_SEQ_503B852A7852_local_exact_prediction.pdb,,local_exact_sequence_prediction
922,R0923_affimer_SEQ_A09D2D169299,affimer,,local_exact_prediction,<local_path_removed>/SEQ_A09D2D169299_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0923_affimer_SEQ_A09D2D169299_local_exact_prediction.pdb,,local_exact_sequence_prediction
923,R0924_kunitz_SEQ_FB1247C55BDD,kunitz,Kunitz-type serine protease inhibitor homolog dendrotoxin K,PDB_exact,<local_path_removed>/SEQ_FB1247C55BDD_1DTK_full.pdb,<local_path_removed>/R0924_kunitz_SEQ_FB1247C55BDD_PDB_exact.pdb,,PDB_exact_experimental
924,R0925_cyclotide_SEQ_8E007DFFA637,cyclotide,MCoTI-II,PDB_exact,<local_path_removed>/SEQ_8E007DFFA637_1HA9_full.pdb,<local_path_removed>/R0925_cyclotide_SEQ_8E007DFFA637_PDB_exact.pdb,1HA9_A,PDB_exact_experimental_located
925,R0926_cyclotide_SEQ_22C219809ECD,cyclotide,MCoTI-I,local_exact_prediction,<local_path_removed>/SEQ_22C219809ECD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0926_cyclotide_SEQ_22C219809ECD_local_exact_prediction.pdb,,local_exact_sequence_prediction
926,R0927_cyclotide_SEQ_1DBB7449C8C2,cyclotide,MCoTI-II,PDB_exact,<local_path_removed>/SEQ_1DBB7449C8C2_2MT8_full.pdb,<local_path_removed>/R0927_cyclotide_SEQ_1DBB7449C8C2_PDB_exact.pdb,,PDB_exact_experimental
927,R0928_knottin_SEQ_6DD11B54B7E4,knottin,MCoTI-II,PDB_exact,<local_path_removed>/SEQ_6DD11B54B7E4_1HA9_full.pdb,<local_path_removed>/R0928_knottin_SEQ_6DD11B54B7E4_PDB_exact.pdb,1HA9_A:6-34,PDB_exact_experimental_located
928,R0929_kunitz_SEQ_CC42F766571A,kunitz,ShPI-1,local_exact_prediction,<local_path_removed>/SEQ_CC42F766571A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0929_kunitz_SEQ_CC42F766571A_local_exact_prediction.pdb,,local_exact_sequence_prediction
929,R0930_kunitz_SEQ_DEE0C7146FEC,kunitz,ShPI-1,PDB_exact,<local_path_removed>/SEQ_DEE0C7146FEC_1SHP_full.pdb,<local_path_removed>/R0930_kunitz_SEQ_DEE0C7146FEC_PDB_exact.pdb,1SHP_A,PDB_exact_experimental_located
930,R0931_kunitz_SEQ_2C2E05FC0E24,kunitz,ShPI-1,PDB_exact,<local_path_removed>/SEQ_2C2E05FC0E24_3UOU_chain_B.pdb,<local_path_removed>/R0931_kunitz_SEQ_2C2E05FC0E24_PDB_exact.pdb,3UOU_B,PDB_exact_experimental_located
931,R0932_cyclotide_SEQ_B81B4C40E619,cyclotide,Cyclotide hyen-M,local_exact_prediction,<local_path_removed>/SEQ_B81B4C40E619_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0932_cyclotide_SEQ_B81B4C40E619_local_exact_prediction.pdb,,local_exact_sequence_prediction
932,R0933_cyclotide_SEQ_FD828BA2C925,cyclotide,Leaf cyclotide 1,PDB_exact,<local_path_removed>/SEQ_FD828BA2C925_1ZA8_full.pdb,<local_path_removed>/R0933_cyclotide_SEQ_FD828BA2C925_PDB_exact.pdb,1ZA8_A:1-28,PDB_exact_experimental_located
933,R0934_kunitz_SEQ_7F6603CEC264,kunitz,bitoran D,local_exact_prediction,<local_path_removed>/SEQ_7F6603CEC264_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0934_kunitz_SEQ_7F6603CEC264_local_exact_prediction.pdb,,local_exact_sequence_prediction
934,R0935_affimer_SEQ_E0FD465FCD72,affimer,Affimer molecule (A31),PDB_exact,<local_path_removed>/SEQ_E0FD465FCD72_8PK3_chain_G.pdb,<local_path_removed>/R0935_affimer_SEQ_E0FD465FCD72_PDB_exact.pdb,8PK3_G,PDB_exact_experimental_located
935,R0936_knottin_SEQ_596190FC9248,knottin,Omega-hexatoxin-Hv1a,PDB_exact,<local_path_removed>/SEQ_596190FC9248_1AXH_full.pdb,<local_path_removed>/R0936_knottin_SEQ_596190FC9248_PDB_exact.pdb,1AXH_A,PDB_exact_experimental_located
936,R0937_phdfingerdomain_SEQ_A345B06DD9AA,phdfingerdomain,Mixed Lineage Leukemia 5,PDB_exact,<local_path_removed>/SEQ_A345B06DD9AA_2LV9_full.pdb,<local_path_removed>/R0937_phdfingerdomain_SEQ_A345B06DD9AA_PDB_exact.pdb,2LV9_A,PDB_exact_experimental_located
937,R0938_knottin_SEQ_763E0AB9BD56,knottin,Kappa-theraphotoxin-Scg1a,PDB_exact,<local_path_removed>/SEQ_763E0AB9BD56_1LA4_chain_A.pdb,<local_path_removed>/R0938_knottin_SEQ_763E0AB9BD56_PDB_exact.pdb,1LA4_A,PDB_exact_experimental_located
938,R0939_kunitz_SEQ_E0FE6C275712,kunitz,human alpha 3 type VI collagen,PDB_exact,<local_path_removed>/SEQ_E0FE6C275712_1KNT_full.pdb,<local_path_removed>/R0939_kunitz_SEQ_E0FE6C275712_PDB_exact.pdb,1KNT_A,PDB_exact_experimental_located
939,R0940_kunitz_SEQ_336F8F190F33,kunitz,Trypstatin,PDB_exact,<local_path_removed>/SEQ_336F8F190F33_4U30_chain_X_4_56_slice.pdb,<local_path_removed>/R0940_kunitz_SEQ_336F8F190F33_PDB_exact.pdb,4U30_X:4-56,PDB_exact_experimental_located
940,R0941_kunitz_SEQ_E416D789DD17,kunitz,zkun5,local_exact_prediction,<local_path_removed>/SEQ_E416D789DD17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0941_kunitz_SEQ_E416D789DD17_local_exact_prediction.pdb,,local_exact_sequence_prediction
941,R0942_kunitz_SEQ_C7026D25EBC9,kunitz,zkun5,local_exact_prediction,<local_path_removed>/SEQ_C7026D25EBC9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0942_kunitz_SEQ_C7026D25EBC9_local_exact_prediction.pdb,,local_exact_sequence_prediction
942,R0943_knottin_SEQ_D7BE338F5190,knottin,aSR1,local_exact_prediction,<local_path_removed>/SEQ_D7BE338F5190_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0943_knottin_SEQ_D7BE338F5190_local_exact_prediction.pdb,,local_exact_sequence_prediction
943,R0944_knottin_SEQ_D7E2182DEF3A,knottin,MeKTx13-3,local_exact_prediction,<local_path_removed>/SEQ_D7E2182DEF3A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0944_knottin_SEQ_D7E2182DEF3A_local_exact_prediction.pdb,,local_exact_sequence_prediction
944,R0945_obody_SEQ_95114C4FEE02,obody,Sac7d,PDB_exact,<local_path_removed>/SEQ_95114C4FEE02_4CJ2_chain_C_2_63_slice.pdb,<local_path_removed>/R0945_obody_SEQ_95114C4FEE02_PDB_exact.pdb,4CJ2_C:2-63,PDB_exact_experimental_located
945,R0946_obody_SEQ_40A6A53B7014,obody,Sac7d,PDB_exact,<local_path_removed>/SEQ_40A6A53B7014_4CJ1_chain_B.pdb,<local_path_removed>/R0946_obody_SEQ_40A6A53B7014_PDB_exact.pdb,4CJ1_B,PDB_exact_experimental
946,R0947_obody_SEQ_36FCF8B9D0BC,obody,Sac7d,PDB_exact,<local_path_removed>/SEQ_36FCF8B9D0BC_4CJ0_chain_B.pdb,<local_path_removed>/R0947_obody_SEQ_36FCF8B9D0BC_PDB_exact.pdb,4CJ0_B,PDB_exact_experimental
947,R0948_kunitz_SEQ_9DFF8EE39F13,kunitz,APPI,local_exact_prediction,<local_path_removed>/SEQ_9DFF8EE39F13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0948_kunitz_SEQ_9DFF8EE39F13_local_exact_prediction.pdb,,local_exact_sequence_prediction
948,R0949_kunitz_SEQ_B70D0050A195,kunitz,APPI,local_exact_prediction,<local_path_removed>/SEQ_B70D0050A195_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0949_kunitz_SEQ_B70D0050A195_local_exact_prediction.pdb,,local_exact_sequence_prediction
949,R0950_kunitz_SEQ_90F4FC547D86,kunitz,APPI,local_exact_prediction,<local_path_removed>/SEQ_90F4FC547D86_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0950_kunitz_SEQ_90F4FC547D86_local_exact_prediction.pdb,,local_exact_sequence_prediction
950,R0951_kunitz_SEQ_54569C53567D,kunitz,Kunitz domain,local_exact_prediction,<local_path_removed>/SEQ_54569C53567D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0951_kunitz_SEQ_54569C53567D_local_exact_prediction.pdb,,local_exact_sequence_prediction
951,R0952_kunitz_SEQ_A44C0A9A7B84,kunitz,,local_exact_prediction,<local_path_removed>/SEQ_A44C0A9A7B84_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0952_kunitz_SEQ_A44C0A9A7B84_local_exact_prediction.pdb,,local_exact_sequence_prediction
952,R0953_kunitz_SEQ_79331A030E1A,kunitz,APPI,local_exact_prediction,<local_path_removed>/SEQ_79331A030E1A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0953_kunitz_SEQ_79331A030E1A_local_exact_prediction.pdb,,local_exact_sequence_prediction
953,R0954_kunitz_SEQ_D1FAD35F06CC,kunitz,APP-I,PDB_exact,<local_path_removed>/SEQ_D1FAD35F06CC_1AAP_chain_A.pdb,<local_path_removed>/R0954_kunitz_SEQ_D1FAD35F06CC_PDB_exact.pdb,1AAP_A,PDB_exact_experimental_located
954,R0955_kunitz_SEQ_07029C614CC0,kunitz,KPI,PDB_exact,<local_path_removed>/SEQ_07029C614CC0_1AAP_chain_A_1_56_slice.pdb,<local_path_removed>/R0955_kunitz_SEQ_07029C614CC0_PDB_exact.pdb,1AAP_A:1-56,PDB_exact_experimental_located
955,R0956_kunitz_SEQ_31173C9AEF13,kunitz,Alzheimer's amyloid beta-protein precursor inhibitor (APPI),local_exact_prediction,<local_path_removed>/SEQ_31173C9AEF13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0956_kunitz_SEQ_31173C9AEF13_local_exact_prediction.pdb,,local_exact_sequence_prediction
956,R0957_knottin_SEQ_C79DACDFF3B2,knottin,MeKTx1-2,local_exact_prediction,<local_path_removed>/SEQ_C79DACDFF3B2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0957_knottin_SEQ_C79DACDFF3B2_local_exact_prediction.pdb,,local_exact_sequence_prediction
957,R0958_adnectin_SEQ_FABD33B710BB,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_FABD33B710BB_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0958_adnectin_SEQ_FABD33B710BB_local_exact_prediction.pdb,,local_exact_sequence_prediction
958,R0959_adnectin_SEQ_0A7C997FCCFF,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_0A7C997FCCFF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0959_adnectin_SEQ_0A7C997FCCFF_local_exact_prediction.pdb,,local_exact_sequence_prediction
959,R0960_adnectin_SEQ_22FBCC51B7C6,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_22FBCC51B7C6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0960_adnectin_SEQ_22FBCC51B7C6_local_exact_prediction.pdb,,local_exact_sequence_prediction
960,R0961_adnectin_SEQ_4EF06E0B7685,adnectin,WT-FN3,local_exact_prediction,<local_path_removed>/SEQ_4EF06E0B7685_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0961_adnectin_SEQ_4EF06E0B7685_local_exact_prediction.pdb,,local_exact_sequence_prediction
961,R0962_adnectin_SEQ_6ABFDBC7FAFC,adnectin,10FN3,local_exact_prediction,<local_path_removed>/SEQ_6ABFDBC7FAFC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0962_adnectin_SEQ_6ABFDBC7FAFC_local_exact_prediction.pdb,,local_exact_sequence_prediction
962,R0963_obody_SEQ_22C968113954,obody,OBody AM3L09,PDB_exact,<local_path_removed>/SEQ_22C968113954_4GLV_chain_B.pdb,<local_path_removed>/R0963_obody_SEQ_22C968113954_PDB_exact.pdb,4GLV_B,PDB_exact_experimental_located
963,R0964_adnectin_SEQ_79C4A29F2014,adnectin,hFN3,local_exact_prediction,<local_path_removed>/SEQ_79C4A29F2014_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0964_adnectin_SEQ_79C4A29F2014_local_exact_prediction.pdb,,local_exact_sequence_prediction
964,R0965_adnectin_SEQ_E9E9BB383F0C,adnectin,hFN3,local_exact_prediction,<local_path_removed>/SEQ_E9E9BB383F0C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0965_adnectin_SEQ_E9E9BB383F0C_local_exact_prediction.pdb,,local_exact_sequence_prediction
965,R0966_adnectin_SEQ_BD8E55C259EF,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_BD8E55C259EF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0966_adnectin_SEQ_BD8E55C259EF_local_exact_prediction.pdb,,local_exact_sequence_prediction
966,R0967_adnectin_SEQ_B65937BF33C8,adnectin,hFN3,local_exact_prediction,<local_path_removed>/SEQ_B65937BF33C8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0967_adnectin_SEQ_B65937BF33C8_local_exact_prediction.pdb,,local_exact_sequence_prediction
967,R0968_adnectin_SEQ_FDA6F59F6984,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_FDA6F59F6984_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0968_adnectin_SEQ_FDA6F59F6984_local_exact_prediction.pdb,,local_exact_sequence_prediction
968,R0969_adnectin_SEQ_AD29FE64AD9A,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_AD29FE64AD9A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0969_adnectin_SEQ_AD29FE64AD9A_local_exact_prediction.pdb,,local_exact_sequence_prediction
969,R0970_adnectin_SEQ_A23894BF208A,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_A23894BF208A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0970_adnectin_SEQ_A23894BF208A_local_exact_prediction.pdb,,local_exact_sequence_prediction
970,R0971_adnectin_SEQ_5768C522B25E,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_5768C522B25E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0971_adnectin_SEQ_5768C522B25E_local_exact_prediction.pdb,,local_exact_sequence_prediction
971,R0972_adnectin_SEQ_5F40E2489B50,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_5F40E2489B50_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0972_adnectin_SEQ_5F40E2489B50_local_exact_prediction.pdb,,local_exact_sequence_prediction
972,R0973_adnectin_SEQ_6A5AEB983D3F,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_6A5AEB983D3F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0973_adnectin_SEQ_6A5AEB983D3F_local_exact_prediction.pdb,,local_exact_sequence_prediction
973,R0974_adnectin_SEQ_AB15274EDD48,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_AB15274EDD48_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0974_adnectin_SEQ_AB15274EDD48_local_exact_prediction.pdb,,local_exact_sequence_prediction
974,R0975_adnectin_SEQ_0E51BD02083E,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_0E51BD02083E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0975_adnectin_SEQ_0E51BD02083E_local_exact_prediction.pdb,,local_exact_sequence_prediction
975,R0976_adnectin_SEQ_4B9096E346C5,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_4B9096E346C5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0976_adnectin_SEQ_4B9096E346C5_local_exact_prediction.pdb,,local_exact_sequence_prediction
976,R0977_adnectin_SEQ_3AC7D6960881,adnectin,fibronectin type III tenth domain,local_exact_prediction,<local_path_removed>/SEQ_3AC7D6960881_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0977_adnectin_SEQ_3AC7D6960881_local_exact_prediction.pdb,,local_exact_sequence_prediction
977,R0978_adnectin_SEQ_8407F47A39AC,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_8407F47A39AC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0978_adnectin_SEQ_8407F47A39AC_local_exact_prediction.pdb,,local_exact_sequence_prediction
978,R0979_adnectin_SEQ_B81C2560544B,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_B81C2560544B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0979_adnectin_SEQ_B81C2560544B_local_exact_prediction.pdb,,local_exact_sequence_prediction
979,R0980_adnectin_SEQ_A4210A92B796,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_A4210A92B796_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0980_adnectin_SEQ_A4210A92B796_local_exact_prediction.pdb,,local_exact_sequence_prediction
980,R0981_adnectin_SEQ_D8FF9A3EC54B,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_D8FF9A3EC54B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0981_adnectin_SEQ_D8FF9A3EC54B_local_exact_prediction.pdb,,local_exact_sequence_prediction
981,R0982_adnectin_SEQ_902873BBFF13,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_902873BBFF13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0982_adnectin_SEQ_902873BBFF13_local_exact_prediction.pdb,,local_exact_sequence_prediction
982,R0983_adnectin_SEQ_35A7DBE27662,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_35A7DBE27662_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0983_adnectin_SEQ_35A7DBE27662_local_exact_prediction.pdb,,local_exact_sequence_prediction
983,R0984_adnectin_SEQ_93DF2400C2DB,adnectin,hFN3,local_exact_prediction,<local_path_removed>/SEQ_93DF2400C2DB_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0984_adnectin_SEQ_93DF2400C2DB_local_exact_prediction.pdb,,local_exact_sequence_prediction
